"x","y","z","t","class"
0.1994,-0.5864,-0.4656,2021-12-24 16:34:47,1
-0.6661,-0.5144,-0.102,2021-12-24 16:34:48,1
-0.4554,0.4139,1.5929,2021-12-24 16:34:49,1
-0.5196,-0.5151,-2.4193,2021-12-24 16:34:50,1
-0.5077,-1.2723,-0.7526,2021-12-24 16:34:51,1
0.2485,0.3119,-1.3843,2021-12-24 16:34:52,1
-0.1409,1.0314,4.1173,2021-12-24 16:34:53,1
-0.6207,-0.3065,-1.3428,2021-12-24 16:34:54,1
0.8267,-0.5204,0.1148,2021-12-24 16:34:55,1
0.4403,0.4101,0.643,2021-12-24 16:34:56,1
0.4194,0.795,2.8396,2021-12-24 16:34:57,1
1.4695,-0.6613,0.6283,2021-12-24 16:34:58,1
-0.8018,0.1936,0.6297,2021-12-24 16:34:59,1
-0.31,0.4154,0.2157,2021-12-24 16:35:00,1
-0.8175,0.4243,-1.5789,2021-12-24 16:35:01,1
-0.704,0.3693,-1.8144,2021-12-24 16:35:02,1
0.2704,-0.2792,0.985,2021-12-24 16:35:03,1
0.6413,-0.3234,0.4871,2021-12-24 16:35:04,1
1.3453,-0.5391,0.2807,2021-12-24 16:35:05,1
0.4756,0.1824,-0.6441,2021-12-24 16:35:06,1
-0.5532,0.3664,-0.936,2021-12-24 16:35:07,1
1.773,0.2022,3.172,2021-12-24 16:35:08,1
2.2117,0.1205,2.3266,2021-12-24 16:35:09,1
0.3245,-0.025,-0.3218,2021-12-24 16:35:10,1
-1.2725,0.3659,-2.3762,2021-12-24 16:35:11,1
-0.8584,0.0724,0.9193,2021-12-24 16:35:12,1
-0.2046,-0.2084,-0.2371,2021-12-24 16:35:13,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:14,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:15,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:16,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:17,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:18,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:19,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:20,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:21,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:22,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:23,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:24,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:25,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:26,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:27,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:28,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:29,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:30,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:31,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:32,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:33,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:34,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:35,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:36,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:37,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:38,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:39,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:40,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:41,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:42,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:43,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:44,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:45,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:46,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:47,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:48,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:49,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:50,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:51,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:52,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:53,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:54,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:55,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:56,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:57,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:58,1
0.1894,0.1634,-2.1176,2021-12-24 16:35:59,1
0.1894,0.1634,-2.1176,2021-12-24 16:36:00,1
0.1894,0.1634,-2.1176,2021-12-24 16:36:01,1
0.1894,0.1634,-2.1176,2021-12-24 16:36:02,1
0.1894,0.1634,-2.1176,2021-12-24 16:36:03,1
0.1894,0.1634,-2.1176,2021-12-24 16:36:04,1
0.1894,0.1634,-2.1176,2021-12-24 16:36:05,1
0.1894,0.1634,-2.1176,2021-12-24 16:36:06,1
0.1894,0.1634,-2.1176,2021-12-24 16:36:07,1
0.1894,0.1634,-2.1176,2021-12-24 16:36:08,1
0.1894,0.1634,-2.1176,2021-12-24 16:36:09,1
0.1894,0.1634,-2.1176,2021-12-24 16:36:10,1
0.1894,0.1634,-2.1176,2021-12-24 16:36:11,1
0.1894,0.1634,-2.1176,2021-12-24 16:36:12,1
0.1894,0.1634,-2.1176,2021-12-24 16:36:13,1
0.1894,0.1634,-2.1176,2021-12-24 16:36:14,1
0.1894,0.1634,-2.1176,2021-12-24 16:36:15,1
0.1894,0.1634,-2.1176,2021-12-24 16:36:16,1
0.1894,0.1634,-2.1176,2021-12-24 16:36:17,1
0.1894,0.1634,-2.1176,2021-12-24 16:36:18,1
0.1894,0.1634,-2.1176,2021-12-24 16:36:19,1
