sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (°/s);GYROSCOPE Y (°/s);GYROSCOPE Z (°/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.909;3.5591;6.774;4.9321;1.0965;8.4084;0.3065;0.6365;2.0767;-30.33;-23.11;10.33;4530.0;18.36;-34.56;-29.29;222.46;-6.42;-30.39;5.0;;;;NaN;;;;0 / 0;32952;2021-12-18 13:53:12:030
-0.876;2.774;10.376;2.0638;1.4222;9.481;1.8424;1.6162;-1.5596;-37.12;15.28;26.95;4433.0;22.56;-32.89;-28.56;228.8;-14.19;-17.9;5.0;;;;NaN;;;;0 / 0;33452;2021-12-18 13:53:12:530
3.0851;4.571;11.9651;1.7526;-0.249;9.6486;0.2936;2.1092;-9.4637;-29.76;-20.3;-10.96;4444.0;21.96;-27.79;-33.11;229.47;-5.01;-15.38;5.0;;;;NaN;;;;0 / 0;33953;2021-12-18 13:53:13:031
-1.199;3.47;12.281;2.648;0.9194;9.3948;-1.4151;-1.1698;-2.1048;-6.47;1.07;-0.14;4112.0;22.69;-27.96;-32.51;230.66;-5.38;-15.74;5.0;;;;NaN;;;;0 / 0;34453;2021-12-18 13:53:13:531
-1.6219;2.403;9.591;2.3463;1.585;9.3901;0.2593;0.7009;-3.6934;17.76;-10.86;-4.37;4973.0;21.96;-28.09;-32.46;231.11;-9.3;-14.03;5.0;;;;NaN;;;;0 / 0;34952;2021-12-18 13:53:14:030
10.733;9.3011;8.135;5.1571;-6.0908;5.6982;-0.7676;-0.0243;-0.7755;-33.72;94.36;82.25;5132.0;22.91;-32.21;-28.26;227.42;-4.23;-17.08;0.0;;;;NaN;;;;0 / 0;35453;2021-12-18 13:53:14:531
-3.2621;3.032;9.699;2.4852;3.0167;8.9926;2.1728;1.6659;-0.9324;-23.59;34.25;-5.0;3656.0;29.76;-28.39;-24.96;236.38;-13.07;-27.1;5.0;;;;NaN;;;;0 / 0;35952;2021-12-18 13:53:15:030
-4.045;2.886;8.2121;2.9449;4.1276;8.3941;0.5465;0.7676;-0.0257;57.88;-26.97;-146.96;37278.0;30.41;-0.79;-34.56;282.18;-33.56;-17.53;5.0;;;;NaN;;;;0 / 0;36452;2021-12-18 13:53:15:530
-1.038;1.3421;11.309;1.1444;0.8859;9.6965;-1.9898;1.3428;-2.2106;24.38;-55.07;-33.84;4700.0;17.21;4.74;-43.09;298.46;-10.72;-8.06;5.0;;;;NaN;;;;0 / 0;36953;2021-12-18 13:53:16:031
-3.3431;1.6871;9.32;1.6376;3.2609;9.1028;-0.2142;-0.2274;0.1332;-3.46;3.77;39.41;34987.0;25.74;5.81;-38.16;293.13;-17.04;-13.98;5.0;;;;NaN;;;;0 / 0;37453;2021-12-18 13:53:16:531
-4.0759;1.8551;9.239;1.7717;3.893;8.825;0.4932;0.1146;-0.2565;12.55;9.03;-29.58;28615.002;25.14;7.31;-37.86;301.05;-23.39;-11.35;5.0;;;;NaN;;;;0 / 0;37952;2021-12-18 13:53:17:030
-3.894;1.8881;8.81;2.1021;3.7062;8.8346;-0.127;-0.084;-0.1865;-2.22;1.19;-1.1;31366.0;25.26;7.61;-37.74;300.09;-22.2;-13.38;5.0;;;;NaN;;;;0 / 0;38453;2021-12-18 13:53:17:531
-3.963;1.938;8.7671;1.9632;3.9409;8.7628;0.1008;-0.0395;0.0606;0.5;-0.72;-2.51;29575.002;25.14;7.8;-38.04;301.58;-23.12;-12.04;5.0;;;;NaN;;;;0 / 0;38953;2021-12-18 13:53:18:031
-4.0421;1.754;8.837;1.7334;4.0079;8.7771;0.1167;0.122;-0.0303;-3.34;0.12;4.73;28808.998;25.44;8.34;-37.39;303.95;-24.28;-9.31;5.0;;;;NaN;;;;0 / 0;39452;2021-12-18 13:53:18:530
-4.026;2.199;8.763;2.3415;3.9648;8.6574;0.1917;-0.1092;-0.0254;-1.47;6.59;-0.31;28530.0;27.66;6.6;-36.36;300.07;-26.1;-10.27;5.0;;;;NaN;;;;0 / 0;39953;2021-12-18 13:53:19:031
-1.79;3.035;9.9761;2.806;1.6568;9.2512;-2.215;0.0997;-1.2173;-25.88;-17.04;62.66;29075.002;25.31;2.64;-39.49;282.84;-9.72;-16.87;5.0;;;;NaN;;;;0 / 0;40453;2021-12-18 13:53:19:531
0.177;6.06;8.775;5.5641;-0.1484;8.0732;-0.6528;-0.4813;-0.7124;29.76;-25.28;15.43;9980.0;16.09;-11.46;-43.61;252.98;2.8;-38.29;5.0;;;;NaN;;;;0 / 0;40953;2021-12-18 13:53:20:031
-0.957;6.084;3.705;8.2983;1.3024;5.0613;1.1236;0.6751;2.8654;49.4;-39.54;-41.05;14811.0;13.31;-19.5;-41.21;245.09;-1.62;-50.55;5.0;;;;NaN;;;;0 / 0;41452;2021-12-18 13:53:20:530
-1.182;3.734;5.2391;5.0757;1.3312;8.2887;-0.9795;1.3136;-1.0096;-42.89;29.77;62.82;15326.0;20.04;-10.8;-41.89;259.18;-7.8;-31.48;5.0;;;;NaN;;;;0 / 0;41952;2021-12-18 13:53:21:030
-0.6461;4.3031;5.6561;5.454;0.3543;8.1451;-1.3027;1.0129;-0.0772;-22.87;28.3;86.31;9816.0;17.29;-16.8;-41.04;244.65;3.67;-41.05;5.0;;;;NaN;;;;0 / 0;42453;2021-12-18 13:53:21:531
-0.624;4.5071;7.602;4.3383;1.2689;8.7053;1.6285;1.5384;-2.9077;-60.12;66.74;69.56;15503.0;17.64;-15.71;-41.76;253.98;-11.41;-42.29;5.0;;;;NaN;;;;0 / 0;42952;2021-12-18 13:53:22:030
0.902;5.093;7.8341;5.296;-1.4174;8.1307;-0.6086;0.2416;-0.6914;-9.61;12.16;16.28;12096.0;18.49;-15.9;-41.16;242.65;8.31;-33.08;5.0;;;;NaN;;;;0 / 0;43453;2021-12-18 13:53:22:531
-2.601;5.0381;7.2791;5.3486;2.7533;7.7428;2.962;3.3552;-4.6511;-28.1;12.51;-4.49;12497.0;20.04;-12.06;-41.51;261.4;-11.69;-13.81;5.0;;;;NaN;;;;0 / 0;43953;2021-12-18 13:53:23:031
1.376;5.277;10.8401;2.3511;-0.5363;9.505;-2.5581;0.607;-3.068;-61.84;22.68;54.76;12118.0;14.94;-8.29;-45.11;260.23;-9.38;-39.52;5.0;;;;NaN;;;;0 / 0;44452;2021-12-18 13:53:23:530
1.5791;-0.7511;16.4921;-0.2107;0.6129;9.7875;0.0859;4.218;-10.4507;-37.17;10.92;-64.18;9129.0;13.56;3.54;-44.94;296.4;-9.1;-9.65;5.0;;;;NaN;;;;0 / 0;44953;2021-12-18 13:53:24:031
0.6071;8.5571;4.799;6.9671;0.0862;6.9001;1.3337;-2.2075;-1.2611;108.66;-4.51;-54.49;10126.0;18.41;-11.21;-41.46;255.44;-0.5;-45.28;5.0;;;;NaN;;;;0 / 0;45453;2021-12-18 13:53:24:531
-1.271;5.996;9.9761;4.6352;1.7573;8.4611;2.6898;-3.4303;-1.8164;33.57;-24.11;-65.27;18002.0;13.91;-19.86;-40.86;245.02;-2.24;-57.06;5.0;;;;NaN;;;;0 / 0;45952;2021-12-18 13:53:25:030
-1.2731;9.182;10.4291;6.9001;-2.7342;6.4117;0.5204;-2.8876;-2.2893;39.64;-47.63;-76.66;14383.0;15.06;-18.49;-41.51;245.52;-1.99;-38.03;5.0;;;;NaN;;;;0 / 0;46453;2021-12-18 13:53:25:531
-0.806;12.6911;7.331;7.0677;-0.0718;6.7995;0.0096;-2.5394;-2.0492;57.43;-48.44;-42.08;19279.0;12.84;-22.61;-40.44;240.17;7.55;-62.07;5.0;;;;NaN;;;;0 / 0;46952;2021-12-18 13:53:26:030
-0.373;4.287;2.3621;8.5665;0.7374;4.7214;0.0393;3.326;3.8292;43.57;-32.03;-5.73;16909.0;15.24;-20.1;-40.26;245.26;-4.31;-61.14;5.0;;;;NaN;;;;0 / 0;47453;2021-12-18 13:53:26:531
-1.06;3.2741;11.6801;2.8778;0.0527;9.3757;-0.0481;1.188;-4.5387;-7.3;-21.96;-183.4;22330.0;17.16;2.81;-43.26;276.31;-0.31;-17.06;5.0;;;;NaN;;;;0 / 0;47952;2021-12-18 13:53:27:030
8.475;-1.596;4.65;-1.6616;-8.916;3.735;-2.4663;1.4472;6.3448;4.68;-163.26;102.93;11668.0;-11.59;5.21;-45.71;138.36;59.48;20.67;5.0;;;;NaN;;;;0 / 0;48453;2021-12-18 13:53:27:531
3.899;-3.264;-1.768;-4.9752;-7.58;-3.7302;4.8875;0.2666;2.0717;11.01;-134.57;36.48;43487.0;-45.11;14.94;-13.61;350.6;56.72;116.47;0.0;;;;NaN;;;;0 / 0;48953;2021-12-18 13:53:28:031
5.115;-2.855;0.119;-4.774;-8.5665;0.182;2.985;-1.6129;-2.6024;-47.42;8.01;-38.19;12688.0;-46.44;4.69;-13.5;20.49;60.85;87.82;0.0;;;;NaN;;;;0 / 0;49453;2021-12-18 13:53:28:531
4.7051;-4.164;-0.768;-6.45;-7.2927;-1.1827;3.5114;-0.1613;2.3365;-84.43;20.99;2.92;630.0;-43.09;19.2;-16.99;10.93;48.04;100.39;0.0;;;;NaN;;;;0 / 0;49952;2021-12-18 13:53:29:030
1.7831;-6.367;-2.996;-7.5561;-1.6424;-6.0334;1.5491;-3.2487;6.1467;180.73;-155.72;95.51;569.0;-25.26;43.2;-12.49;15.88;8.06;87.48;0.0;;;;NaN;;;;0 / 0;50453;2021-12-18 13:53:29:531
0.402;-8.631;-1.867;-8.4611;-4.525;-2.0207;3.6698;-1.2393;1.0947;11.64;-84.87;131.77;519.0;-13.39;44.7;-17.89;26.03;5.88;77.87;0.0;;;;NaN;;;;0 / 0;50953;2021-12-18 13:53:30:031
-6.051;-21.377;-3.027;-7.2879;2.1356;6.2058;4.7426;11.2397;-7.7875;92.24;-259.03;40.51;293.0;-4.39;45.9;-16.31;17.63;-12.58;49.59;0.0;;;;NaN;;;;0 / 0;51454;2021-12-18 13:53:30:532
-8.085;-9.2081;4.655;-7.3837;5.8514;2.715;5.2288;-0.174;-4.4242;-39.85;149.43;42.37;373.0;-4.91;43.2;-21.41;29.26;-24.86;80.15;0.0;;;;NaN;;;;0 / 0;51953;2021-12-18 13:53:31:031
-5.397;-10.1389;6.9671;-8.0062;3.8978;4.1085;2.2073;0.9974;-8.5565;-8.4;-19.69;-0.26;163.0;-5.34;45.54;-13.09;17.58;-19.06;85.2;0.0;;;;NaN;;;;0 / 0;52453;2021-12-18 13:53:31:531
-4.614;-13.698;-0.8299;-9.7588;0.8906;-0.34;-1.6442;2.5706;0.4355;14.41;68.56;-28.06;162.0;-5.21;44.34;-18.24;22.36;-5.21;92.0;0.0;;;;NaN;;;;0 / 0;52953;2021-12-18 13:53:32:031
-4.928;-12.667;-4.717;-8.6383;3.3519;-3.213;1.433;2.704;0.1957;-28.58;20.14;10.15;243.0;-6.11;46.39;-11.81;15.83;-19.99;93.57;0.0;;;;NaN;;;;0 / 0;53453;2021-12-18 13:53:32:531
-1.254;-9.801;1.007;-9.6774;1.2402;0.9816;-1.9634;-0.6487;-1.2541;-11.6;101.78;-10.67;136.0;-5.94;47.4;-17.16;10.94;-17.03;124.49;0.0;;;;NaN;;;;0 / 0;53952;2021-12-18 13:53:33:030
-5.318;-7.168;1.077;-7.7285;5.9185;1.1827;2.0791;-2.1448;-0.012;29.24;34.9;-12.16;66.0;-0.41;46.61;-23.34;28.33;-31.37;80.59;0.0;;;;NaN;;;;0 / 0;54660;2021-12-18 13:53:33:738
-5.318;-7.168;1.077;-7.7285;5.9185;1.1827;2.0791;-2.1448;-0.012;29.24;34.9;-12.16;66.0;-0.41;46.61;-23.34;28.33;-31.37;80.59;0.0;;;;NaN;;;;0 / 0;54661;2021-12-18 13:53:33:739
-5.318;-7.168;1.077;-7.7285;5.9185;1.1827;2.0791;-2.1448;-0.012;29.24;34.9;-12.16;66.0;-0.41;46.61;-23.34;28.33;-31.37;80.59;0.0;;;;NaN;;;;0 / 0;54662;2021-12-18 13:53:33:740
-5.318;-7.168;1.077;-7.7285;5.9185;1.1827;2.0791;-2.1448;-0.012;29.24;34.9;-12.16;66.0;-0.41;46.61;-23.34;28.33;-31.37;80.59;0.0;;;;NaN;;;;0 / 0;54662;2021-12-18 13:53:33:740
-5.318;-7.168;1.077;-7.7285;5.9185;1.1827;2.0791;-2.1448;-0.012;29.24;34.9;-12.16;66.0;-0.41;46.61;-23.34;28.33;-31.37;80.59;0.0;;;;NaN;;;;0 / 0;54663;2021-12-18 13:53:33:741
-5.318;-7.168;1.077;-7.7285;5.9185;1.1827;2.0791;-2.1448;-0.012;29.24;34.9;-12.16;66.0;-0.41;46.61;-23.34;28.33;-31.37;80.59;0.0;;;;NaN;;;;0 / 0;54664;2021-12-18 13:53:33:742
-5.318;-7.168;1.077;-7.7285;5.9185;1.1827;2.0791;-2.1448;-0.012;29.24;34.9;-12.16;66.0;-0.41;46.61;-23.34;28.33;-31.37;80.59;0.0;;;;NaN;;;;0 / 0;54665;2021-12-18 13:53:33:743
-5.318;-7.168;1.077;-7.7285;5.9185;1.1827;2.0791;-2.1448;-0.012;29.24;34.9;-12.16;66.0;-0.41;46.61;-23.34;28.33;-31.37;80.59;0.0;;;;NaN;;;;0 / 0;54665;2021-12-18 13:53:33:743
-5.318;-7.168;1.077;-7.7285;5.9185;1.1827;2.0791;-2.1448;-0.012;29.24;34.9;-12.16;66.0;-0.41;46.61;-23.34;28.33;-31.37;80.59;0.0;;;;NaN;;;;0 / 0;54666;2021-12-18 13:53:33:744
-2.398;-9.153;-3.334;-8.9447;2.241;-3.3471;-2.194;0.358;3.2452;-54.33;61.76;-34.66;86.0;-3.36;49.01;-1.14;0.04;-15.72;107.78;0.0;;;;NaN;;;;0 / 0;54858;2021-12-18 13:53:33:936
-2.75;-8.1499;-0.078;-9.2943;3.1268;-0.0766;-1.2857;-1.4113;-0.4208;-9.04;-40.58;-0.57;47.0;-5.51;47.34;-0.84;2.1;-17.97;84.49;0.0;;;;NaN;;;;0 / 0;55362;2021-12-18 13:53:34:440
-1.6151;-5.9051;0.4541;-9.5385;-0.905;-2.083;-4.5552;1.4992;6.6274;-15.9;7.11;1.16;355.0;-5.21;45.9;2.1;356.26;5.3;102.32;0.0;;;;NaN;;;;0 / 0;55862;2021-12-18 13:53:34:940
-4.705;-9.0469;-1.239;-8.6143;3.5003;3.1173;-0.1575;2.8876;-4.9176;-13.14;-105.35;-3.16;254.0;-4.44;43.91;7.91;350.97;-20.91;70.11;0.0;;;;NaN;;;;0 / 0;56361;2021-12-18 13:53:35:439
-10.859;-11.037;5.423;-6.5984;6.4931;3.2417;7.1526;1.2496;-4.2848;23.58;-19.4;21.11;505.0;-6.3;44.81;1.56;359.84;-15.61;92.21;0.0;;;;NaN;;;;0 / 0;56858;2021-12-18 13:53:35:936
-3.87;-7.042;3.906;-7.7333;4.2473;4.2808;8.0672;3.2986;-5.3918;-6.14;-99.07;-5.69;589.0;-5.29;41.7;11.34;341.06;-40.78;73.6;0.0;;;;NaN;;;;0 / 0;57361;2021-12-18 13:53:36:439
-5.337;-13.5949;0.825;-9.1171;3.5721;0.5459;1.3684;2.5314;-1.7793;-5.91;50.7;-39.68;328.0;-3.6;43.69;2.76;355.94;-9.25;90.88;0.0;;;;NaN;;;;0 / 0;57858;2021-12-18 13:53:36:936
-8.2309;-16.432;8.6;-9.6103;1.8675;0.5986;-0.7743;3.6188;-2.6102;-16.65;-7.06;-18.33;518.0;-3.41;42.0;9.9;345.3;-20.58;91.23;0.0;;;;NaN;;;;0 / 0;58358;2021-12-18 13:53:37:436
-1.158;-13.03;-0.555;-9.7588;0.8667;-0.407;-1.6068;5.2411;-0.422;-3.49;30.56;-17.58;161.0;-2.34;44.34;2.81;353.56;-14.62;69.34;0.0;;;;NaN;;;;0 / 0;58858;2021-12-18 13:53:37:936
-6.185;-9.61;3.7961;-6.6032;6.6032;2.9928;6.8632;0.8346;-4.7433;17.94;82.06;-29.55;552.0;-5.29;44.21;4.14;353.41;-45.3;80.45;0.0;;;;NaN;;;;0 / 0;59358;2021-12-18 13:53:38:436
-6.185;-9.61;3.7961;-6.6032;6.6032;2.9928;6.8632;0.8346;-4.7433;17.94;82.06;-29.55;552.0;-5.29;44.21;4.14;353.41;-45.3;80.45;0.0;;;;NaN;;;;0 / 0;59359;2021-12-18 13:53:38:437
-6.185;-9.61;3.7961;-6.6032;6.6032;2.9928;6.8632;0.8346;-4.7433;17.94;82.06;-29.55;552.0;-5.29;44.21;4.14;353.41;-45.3;80.45;0.0;;;;NaN;;;;0 / 0;59360;2021-12-18 13:53:38:438
-6.185;-9.61;3.7961;-6.6032;6.6032;2.9928;6.8632;0.8346;-4.7433;17.94;82.06;-29.55;552.0;-5.29;44.21;4.14;353.41;-45.3;80.45;0.0;;;;NaN;;;;0 / 0;59361;2021-12-18 13:53:38:439
-6.185;-9.61;3.7961;-6.6032;6.6032;2.9928;6.8632;0.8346;-4.7433;17.94;82.06;-29.55;552.0;-5.29;44.21;4.14;353.41;-45.3;80.45;0.0;;;;NaN;;;;0 / 0;59362;2021-12-18 13:53:38:440
-6.185;-9.61;3.7961;-6.6032;6.6032;2.9928;6.8632;0.8346;-4.7433;17.94;82.06;-29.55;552.0;-5.29;44.21;4.14;353.41;-45.3;80.45;0.0;;;;NaN;;;;0 / 0;59362;2021-12-18 13:53:38:440
-6.185;-9.61;3.7961;-6.6032;6.6032;2.9928;6.8632;0.8346;-4.7433;17.94;82.06;-29.55;552.0;-5.29;44.21;4.14;353.41;-45.3;80.45;0.0;;;;NaN;;;;0 / 0;59363;2021-12-18 13:53:38:441
-6.185;-9.61;3.7961;-6.6032;6.6032;2.9928;6.8632;0.8346;-4.7433;17.94;82.06;-29.55;552.0;-5.29;44.21;4.14;353.41;-45.3;80.45;0.0;;;;NaN;;;;0 / 0;59364;2021-12-18 13:53:38:442
-6.185;-9.61;3.7961;-6.6032;6.6032;2.9928;6.8632;0.8346;-4.7433;17.94;82.06;-29.55;552.0;-5.29;44.21;4.14;353.41;-45.3;80.45;0.0;;;;NaN;;;;0 / 0;59364;2021-12-18 13:53:38:442
-6.185;-9.61;3.7961;-6.6032;6.6032;2.9928;6.8632;0.8346;-4.7433;17.94;82.06;-29.55;552.0;-5.29;44.21;4.14;353.41;-45.3;80.45;0.0;;;;NaN;;;;0 / 0;59365;2021-12-18 13:53:38:443
-6.185;-9.61;3.7961;-6.6032;6.6032;2.9928;6.8632;0.8346;-4.7433;17.94;82.06;-29.55;552.0;-5.29;44.21;4.14;353.41;-45.3;80.45;0.0;;;;NaN;;;;0 / 0;59365;2021-12-18 13:53:38:443
-3.173;-6.912;-1.8401;-8.667;3.9648;-2.308;-1.1418;11.0877;1.6925;-6.09;-113.62;-0.09;552.0;-2.21;40.91;7.14;350.22;-11.32;85.97;0.0;;;;NaN;;;;0 / 0;59556;2021-12-18 13:53:38:634
-3.2929;-8.001;1.3061;-8.9735;3.6823;1.4509;6.8782;0.6236;-5.8431;24.8;-66.06;59.33;170.0;-7.31;43.44;-1.56;10.87;-42.12;56.71;0.0;;;;NaN;;;;0 / 0;60053;2021-12-18 13:53:39:131
-3.949;-11.242;2.7;-9.4332;2.0446;1.7238;-0.2004;-2.7644;-9.7142;37.92;-228.81;39.62;121.0;-5.94;41.64;9.96;345.12;-33.49;74.79;0.0;;;;NaN;;;;0 / 0;60554;2021-12-18 13:53:39:632
-11.084;-11.798;7.281;-7.2736;5.8754;2.964;6.8357;0.7463;-6.5751;11.74;109.36;-42.26;99.0;-7.31;44.29;0.54;3.15;-36.8;67.83;0.0;;;;NaN;;;;0 / 0;61056;2021-12-18 13:53:40:134
-4.6931;-5.0171;-1.1749;-5.0422;4.3048;7.2257;1.3157;-4.0794;-0.2972;-15.72;-37.66;16.24;247.0;-6.84;42.11;9.66;345.39;-24.09;108.26;0.0;;;;NaN;;;;0 / 0;61553;2021-12-18 13:53:40:631
-5.06;-11.415;-0.1669;-8.9687;3.9696;-0.1293;1.9714;6.7492;-0.519;9.94;120.47;-31.16;84.0;-6.0;44.04;-3.54;5.34;-8.23;90.11;0.0;;;;NaN;;;;0 / 0;62053;2021-12-18 13:53:41:131
-1.285;-11.652;-10.9361;-9.4188;2.2649;-1.5179;-0.6216;5.3234;14.0193;-50.85;152.69;28.06;330.0;-6.9;42.9;7.91;348.71;-16.66;100.31;0.0;;;;NaN;;;;0 / 0;62554;2021-12-18 13:53:41:632
-0.5449;-13.701;-0.7339;-9.6151;1.7095;-0.8906;-1.8649;3.6081;0.7446;-3.61;82.69;-48.25;83.0;-5.81;43.74;-1.14;0.6;-10.04;95.29;0.0;;;;NaN;;;;0 / 0;63052;2021-12-18 13:53:42:130
-6.407;-14.05;-1.819;-7.3598;2.2075;-6.0908;2.3062;1.7674;0.9394;2.31;-0.83;3.02;238.0;-6.6;43.01;8.46;347.11;-20.37;96.49;0.0;;;;NaN;;;;0 / 0;63553;2021-12-18 13:53:42:631
-2.984;-7.5079;6.9941;-7.9009;5.8083;0.1341;-0.1727;-1.687;-8.3;2.31;-0.83;3.02;238.0;-6.71;42.41;9.3;343.3;-36.32;89.03;0.0;;;;NaN;;;;0 / 0;64053;2021-12-18 13:53:43:131
-2.984;-7.5079;6.9941;-7.9009;5.8083;0.1341;-0.1727;-1.687;-8.3;2.31;-0.83;3.02;238.0;-6.71;42.41;9.3;343.3;-36.32;89.03;0.0;;;;NaN;;;;0 / 0;64054;2021-12-18 13:53:43:132
-2.984;-7.5079;6.9941;-7.9009;5.8083;0.1341;-0.1727;-1.687;-8.3;2.31;-0.83;3.02;238.0;-6.71;42.41;9.3;343.3;-36.32;89.03;0.0;;;;NaN;;;;0 / 0;64056;2021-12-18 13:53:43:134
-2.984;-7.5079;6.9941;-7.9009;5.8083;0.1341;-0.1727;-1.687;-8.3;2.31;-0.83;3.02;238.0;-6.71;42.41;9.3;343.3;-36.32;89.03;0.0;;;;NaN;;;;0 / 0;64057;2021-12-18 13:53:43:135
-2.984;-7.5079;6.9941;-7.9009;5.8083;0.1341;-0.1727;-1.687;-8.3;2.31;-0.83;3.02;238.0;-6.71;42.41;9.3;343.3;-36.32;89.03;0.0;;;;NaN;;;;0 / 0;64058;2021-12-18 13:53:43:136
-2.984;-7.5079;6.9941;-7.9009;5.8083;0.1341;-0.1727;-1.687;-8.3;2.31;-0.83;3.02;238.0;-6.71;42.41;9.3;343.3;-36.32;89.03;0.0;;;;NaN;;;;0 / 0;64058;2021-12-18 13:53:43:136
-2.984;-7.5079;6.9941;-7.9009;5.8083;0.1341;-0.1727;-1.687;-8.3;2.31;-0.83;3.02;238.0;-6.71;42.41;9.3;343.3;-36.32;89.03;0.0;;;;NaN;;;;0 / 0;64059;2021-12-18 13:53:43:137
-4.686;-10.251;0.5261;-8.9064;4.0749;0.4501;-0.9146;6.2047;2.4494;-26.17;146.85;-37.74;65.0;-6.24;45.54;1.26;358.24;-8.37;93.59;0.0;;;;NaN;;;;0 / 0;64257;2021-12-18 13:53:43:335
-7.0699;-14.7079;7.7501;-6.8714;1.6185;-6.8091;0.3386;2.9377;6.7894;-29.87;35.05;28.05;660.0;-7.99;44.7;9.0;344.88;-9.5;134.74;0.0;;;;NaN;;;;0 / 0;64756;2021-12-18 13:53:43:834
-0.4399;-13.4299;-0.083;-9.7731;0.7709;0.1772;-1.9124;2.0751;1.8792;-3.89;67.18;-47.47;67.0;-6.19;45.19;2.51;355.26;-12.75;95.23;0.0;;;;NaN;;;;0 / 0;65256;2021-12-18 13:53:44:334
-6.0769;-13.492;-0.588;-9.0214;2.9305;-2.49;-1.6348;0.2549;2.9676;-56.67;62.6;-61.53;437.0;-5.4;42.6;11.7;342.36;-17.39;105.43;0.0;;;;NaN;;;;0 / 0;65756;2021-12-18 13:53:44:834
-2.637;-8.1379;0.045;-7.7812;4.6974;-3.6823;-0.3997;4.5899;-1.8695;19.29;-142.77;-16.06;58.0;-6.54;43.61;9.0;347.61;-17.74;87.71;0.0;;;;NaN;;;;0 / 0;66420;2021-12-18 13:53:45:498
-2.637;-8.1379;0.045;-7.7812;4.6974;-3.6823;-0.3997;4.5899;-1.8695;19.29;-142.77;-16.06;58.0;-6.54;43.61;9.0;347.61;-17.74;87.71;0.0;;;;NaN;;;;0 / 0;66421;2021-12-18 13:53:45:499
-2.637;-8.1379;0.045;-7.7812;4.6974;-3.6823;-0.3997;4.5899;-1.8695;19.29;-142.77;-16.06;58.0;-6.54;43.61;9.0;347.61;-17.74;87.71;0.0;;;;NaN;;;;0 / 0;66422;2021-12-18 13:53:45:500
-2.637;-8.1379;0.045;-7.7812;4.6974;-3.6823;-0.3997;4.5899;-1.8695;19.29;-142.77;-16.06;58.0;-6.54;43.61;9.0;347.61;-17.74;87.71;0.0;;;;NaN;;;;0 / 0;66427;2021-12-18 13:53:45:505
-3.7931;-4.6099;-0.552;-7.7812;4.6974;-3.6823;-0.3997;4.5899;-1.8695;-11.79;167.97;29.5;47.0;-6.41;44.04;7.56;345.42;-28.62;115.32;0.0;;;;NaN;;;;0 / 0;66444;2021-12-18 13:53:45:522
-3.7931;-4.6099;-0.552;-8.6479;4.3622;-1.5419;-3.4924;-3.6772;-0.0865;-11.79;167.97;29.5;47.0;-6.41;44.04;7.56;345.42;-28.62;115.32;0.0;;;;NaN;;;;0 / 0;66445;2021-12-18 13:53:45:523
-3.7931;-4.6099;-0.552;-8.6479;4.3622;-1.5419;-3.4924;-3.6772;-0.0865;-11.79;167.97;29.5;47.0;-6.41;44.04;7.56;345.42;-28.62;115.32;0.0;;;;NaN;;;;0 / 0;66445;2021-12-18 13:53:45:523
-3.7931;-4.6099;-0.552;-8.6479;4.3622;-1.5419;-3.4924;-3.6772;-0.0865;-11.79;167.97;29.5;47.0;-6.41;44.04;7.56;345.42;-28.62;115.32;0.0;;;;NaN;;;;0 / 0;66446;2021-12-18 13:53:45:524
-3.7931;-4.6099;-0.552;-8.6479;4.3622;-1.5419;-3.4924;-3.6772;-0.0865;-11.79;167.97;29.5;47.0;-6.41;44.04;7.56;345.42;-28.62;115.32;0.0;;;;NaN;;;;0 / 0;66446;2021-12-18 13:53:45:524
-3.7931;-4.6099;-0.552;-8.6479;4.3622;-1.5419;-3.4924;-3.6772;-0.0865;-11.79;167.97;29.5;47.0;-6.41;44.04;7.56;345.42;-28.62;115.32;0.0;;;;NaN;;;;0 / 0;66447;2021-12-18 13:53:45:525
-3.7931;-4.6099;-0.552;-8.6479;4.3622;-1.5419;-3.4924;-3.6772;-0.0865;-11.79;167.97;29.5;47.0;-6.41;44.04;7.56;345.42;-28.62;115.32;0.0;;;;NaN;;;;0 / 0;66448;2021-12-18 13:53:45:526
-3.7931;-4.6099;-0.552;-8.6479;4.3622;-1.5419;-3.4924;-3.6772;-0.0865;-11.79;167.97;29.5;47.0;-6.41;44.04;7.56;345.42;-28.62;115.32;0.0;;;;NaN;;;;0 / 0;66448;2021-12-18 13:53:45:526
