sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (°/s);GYROSCOPE Y (°/s);GYROSCOPE Z (°/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.155;-0.998;10.182;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;64.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2587035;2021-12-24 17:12:21:107
0.215;-1.194;9.713;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;63.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2587535;2021-12-24 17:12:21:607
-0.162;-1.029;8.6741;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;62.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2588036;2021-12-24 17:12:22:108
-0.5449;-0.988;9.296;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;65.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2588536;2021-12-24 17:12:22:608
-0.7939;-1.215;9.572;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;65.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2589035;2021-12-24 17:12:23:107
-0.567;-1.251;9.581;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;64.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2589536;2021-12-24 17:12:23:608
-1.093;-1.249;8.9831;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;63.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2590036;2021-12-24 17:12:24:108
-0.591;-1.249;9.6671;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;63.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2590536;2021-12-24 17:12:24:608
-0.78;-1.292;9.9431;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;62.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2591036;2021-12-24 17:12:25:108
-0.9401;-1.637;9.794;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;62.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2591536;2021-12-24 17:12:25:608
-0.433;-1.464;9.7061;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;62.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2592036;2021-12-24 17:12:26:108
-0.71;-1.649;10.022;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;62.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2592535;2021-12-24 17:12:26:607
-0.7511;-1.68;9.818;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;63.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2593036;2021-12-24 17:12:27:108
-0.069;-1.692;9.8711;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;62.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2593535;2021-12-24 17:12:27:607
-0.524;-1.744;9.857;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;62.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2594036;2021-12-24 17:12:28:108
-0.2771;-1.148;9.789;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;64.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2594536;2021-12-24 17:12:28:608
-0.557;-1.041;9.852;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;63.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2595036;2021-12-24 17:12:29:108
-0.3941;-0.935;9.7391;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;64.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2595536;2021-12-24 17:12:29:608
-0.433;-0.756;9.806;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;64.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2596036;2021-12-24 17:12:30:108
-0.505;-0.7579;9.849;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;65.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2596535;2021-12-24 17:12:30:607
-0.557;-0.823;9.825;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;65.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2597036;2021-12-24 17:12:31:108
-0.555;-0.78;9.8471;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;63.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2597536;2021-12-24 17:12:31:608
-0.56;-0.749;9.789;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;65.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2598036;2021-12-24 17:12:32:108
-0.603;-0.792;9.797;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;65.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2598536;2021-12-24 17:12:32:608
-0.603;-0.792;9.797;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;65.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2599036;2021-12-24 17:12:33:108
-0.564;-0.7991;9.794;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;65.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2599536;2021-12-24 17:12:33:608
-0.5719;-0.7421;9.749;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;64.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2600035;2021-12-24 17:12:34:107
-0.533;-0.7421;9.806;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;65.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2600536;2021-12-24 17:12:34:608
-0.6049;-0.809;9.9521;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;63.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2601036;2021-12-24 17:12:35:108
-0.574;-0.77;9.8231;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;65.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2601536;2021-12-24 17:12:35:608
-0.6;-0.8111;9.902;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;65.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2602036;2021-12-24 17:12:36:108
-0.574;-0.792;9.971;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;65.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2602536;2021-12-24 17:12:36:608
-0.5621;-0.768;9.9041;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;65.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2603036;2021-12-24 17:12:37:108
-0.497;-0.835;9.9071;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;65.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2603535;2021-12-24 17:12:37:607
-0.588;-0.768;9.866;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;65.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2604036;2021-12-24 17:12:38:108
-0.576;-0.7579;9.7181;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;65.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2604536;2021-12-24 17:12:38:608
-0.629;-0.7991;9.861;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;65.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2605035;2021-12-24 17:12:39:107
-0.557;-0.744;9.653;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;65.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2605536;2021-12-24 17:12:39:608
-0.627;-0.828;9.9191;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;65.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2606036;2021-12-24 17:12:40:108
-0.591;-0.8299;9.959;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;65.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2606535;2021-12-24 17:12:40:607
-0.5809;-0.765;9.768;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;65.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2607036;2021-12-24 17:12:41:108
-0.564;-0.761;9.902;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;65.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2607536;2021-12-24 17:12:41:608
-0.5449;-0.749;9.773;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;65.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2608035;2021-12-24 17:12:42:107
-0.591;-0.787;9.749;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;65.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2608536;2021-12-24 17:12:42:608
-0.6191;-0.837;9.89;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;65.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2609036;2021-12-24 17:12:43:108
-0.588;-0.763;9.7631;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;65.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2609535;2021-12-24 17:12:43:607
-0.588;-0.763;9.7631;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;65.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2610036;2021-12-24 17:12:44:108
-0.567;-0.66;9.9191;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;65.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2610536;2021-12-24 17:12:44:608
-0.746;-0.354;9.9881;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;65.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2611036;2021-12-24 17:12:45:108
-0.809;-0.1481;9.665;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;65.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2611535;2021-12-24 17:12:45:607
-0.919;-0.198;9.749;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;66.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2612036;2021-12-24 17:12:46:108
-1.0361;0.4061;9.758;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;90.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2612535;2021-12-24 17:12:46:607
-1.213;0.1481;9.7991;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;68.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2613036;2021-12-24 17:12:47:108
-0.6701;-1.0691;9.699;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;63.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2613536;2021-12-24 17:12:47:608
-0.612;-0.77;9.7751;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;63.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2614035;2021-12-24 17:12:48:107
-0.926;-0.911;9.8951;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;63.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2614536;2021-12-24 17:12:48:608
-0.548;-0.191;9.8471;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;71.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2615036;2021-12-24 17:12:49:108
-0.9589;-0.32;9.699;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;68.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2615535;2021-12-24 17:12:49:607
-0.3109;-0.505;9.9071;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;68.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2616036;2021-12-24 17:12:50:108
-0.447;-0.287;9.804;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;65.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2616536;2021-12-24 17:12:50:608
-0.39;-0.507;9.924;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;63.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2617036;2021-12-24 17:12:51:108
-0.548;-0.483;9.7541;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;64.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2617536;2021-12-24 17:12:51:608
-0.366;-0.584;9.629;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;62.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2618036;2021-12-24 17:12:52:108
-0.426;-0.78;9.9641;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;63.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2618535;2021-12-24 17:12:52:607
-0.3919;-0.667;9.861;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;62.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2619036;2021-12-24 17:12:53:108
-0.222;-0.696;9.785;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;63.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2619536;2021-12-24 17:12:53:608
-0.292;-0.77;9.7181;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;62.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2620036;2021-12-24 17:12:54:108
-0.0161;-0.7421;9.888;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;63.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2620535;2021-12-24 17:12:54:607
-0.0161;-0.7421;9.888;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;65.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2621036;2021-12-24 17:12:55:108
-0.3251;-0.129;9.9881;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;65.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2621536;2021-12-24 17:12:55:608
-0.55;-0.136;10.2161;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;65.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2622035;2021-12-24 17:12:56:107
0.2201;-0.0709;8.897;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;62.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2622536;2021-12-24 17:12:56:608
-0.744;-0.988;10.859;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;62.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2623036;2021-12-24 17:12:57:108
-0.777;-0.9469;10.026;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;62.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2623535;2021-12-24 17:12:57:607
-0.5261;-0.3919;9.591;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;62.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2624036;2021-12-24 17:12:58:108
-1.103;-0.576;10.091;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;62.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2624536;2021-12-24 17:12:58:608
-1.22;-0.885;10.1321;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;62.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2625035;2021-12-24 17:12:59:107
-0.3109;-0.6221;10.2041;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;62.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2625536;2021-12-24 17:12:59:608
-1.038;-0.54;8.952;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;62.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2626036;2021-12-24 17:13:00:108
-1.172;-0.957;9.4331;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;62.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2626536;2021-12-24 17:13:00:608
-0.356;-1.165;10.268;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;60.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2627035;2021-12-24 17:13:01:107
-0.78;-0.749;9.7421;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;63.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2627536;2021-12-24 17:13:01:608
0.83;-0.5171;9.2411;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;60.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2628036;2021-12-24 17:13:02:108
-0.873;-0.5261;9.371;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;62.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2628535;2021-12-24 17:13:02:607
0.596;-0.361;9.677;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;62.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2629036;2021-12-24 17:13:03:108
-0.926;-0.7991;10.74;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;60.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2629536;2021-12-24 17:13:03:608
-0.6551;-0.5809;10.386;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;61.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2630036;2021-12-24 17:13:04:108
-1.4291;-0.2719;9.3851;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;59.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2630536;2021-12-24 17:13:04:608
-0.2599;-0.5119;10.292;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;60.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2631036;2021-12-24 17:13:05:108
-0.198;-0.399;8.597;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;60.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2631536;2021-12-24 17:13:05:608
-0.9;-0.727;10.053;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;60.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2632036;2021-12-24 17:13:06:108
-0.083;-0.9139;11.8121;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;62.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2632536;2021-12-24 17:13:06:608
-0.366;-0.6191;9.512;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;60.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2633036;2021-12-24 17:13:07:108
0.141;-0.928;9.8111;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;62.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2633535;2021-12-24 17:13:07:607
0.11;-0.809;10.0721;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;65.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2634036;2021-12-24 17:13:08:108
0.1841;-0.593;9.3281;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;66.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2634536;2021-12-24 17:13:08:608
0.617;-0.8899;10.2161;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;112.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2635035;2021-12-24 17:13:09:107
-0.303;-0.136;9.0551;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;111.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2635536;2021-12-24 17:13:09:608
0.282;-0.71;10.23;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2636036;2021-12-24 17:13:10:108
-0.402;-0.792;9.344;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;65.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2636536;2021-12-24 17:13:10:608
0.213;-0.5621;8.715;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;63.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2637036;2021-12-24 17:13:11:108
-0.119;-0.809;10.275;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;62.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2637536;2021-12-24 17:13:11:608
-0.0739;-0.5981;9.639;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;62.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;2638035;2021-12-24 17:13:12:107
