sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.823;6.759;6.426;0.0834;7.1919;6.6664;0.2785;0.1573;0.9169;-0.0092;0.0084;0.3014;1595.0;-9.6;-2.21;16.5;144.09;-46.43;0.21;2.0;61.159;45.341156;14.430873;350.97;NaN;75.14;10.322581;160.0;14 / 41;43047;2021-12-16 10:29:18:651
-0.5359;7.298;6.06;-1.1528;6.7296;7.0394;-0.4671;-0.5244;0.85;0.2694;-0.1739;-0.2742;1526.0;-1.74;-0.19;14.4;180.55;-42.42;8.5;2.0;60.994;45.341156;14.430873;350.97;NaN;75.14;10.322581;160.0;14 / 41;43548;2021-12-16 10:29:19:152
-0.1459;7.499;6.905;-0.8503;6.9919;6.8236;-0.6665;-0.285;0.2644;0.0476;-0.1501;-0.1026;1526.0;-1.2;-12.36;9.11;180.66;-45.46;7.42;2.0;60.467;45.341156;14.430873;350.97;NaN;75.14;10.322581;160.0;14 / 41;44047;2021-12-16 10:29:19:651
-1.002;6.5411;7.554;-1.203;6.8829;6.881;-0.5022;0.1114;0.3665;-0.1514;-0.1057;-0.4685;1527.0;-1.61;-6.3;19.86;183.01;-45.62;8.49;2.0;60.543;45.340885;14.43101;351.94;NaN;72.82;8.709678;158.94;14 / 41;44547;2021-12-16 10:29:20:151
-0.921;7.293;7.896;-0.8359;6.9297;6.8884;-0.0896;-0.4372;-0.3459;-0.1291;0.6456;0.7125;1487.0;-2.94;-5.64;7.2;167.53;-45.5;7.3;2.0;62.156;45.340885;14.43101;351.94;NaN;72.82;8.709678;158.94;14 / 41;45047;2021-12-16 10:29:20:651
-1.005;7.6061;5.811;-1.8597;6.7269;6.8892;-0.7988;-0.3426;-0.5788;-0.1081;0.0521;-0.6227;1512.0;-8.46;-8.34;15.6;168.74;-43.31;15.11;2.0;66.192;45.340714;14.431098;353.55;NaN;72.07;8.064516;157.64;20 / 41;45547;2021-12-16 10:29:21:151
-1.718;7.2161;7.154;-0.6615;7.2676;6.551;1.0977;0.8419;-0.3757;-0.175;0.4114;-0.0828;320.0;-10.61;-8.1;13.44;148.58;-47.82;5.77;2.0;60.323;45.340714;14.431098;353.55;NaN;72.07;8.064516;157.64;20 / 41;46047;2021-12-16 10:29:21:651
-1.6969;6.903;7.01;-0.3989;7.3375;6.494;1.1563;0.5517;-0.4507;0.1059;0.146;0.2758;298.0;-13.31;-6.41;13.44;139.55;-48.44;3.52;2.0;61.747;45.34055;14.431198;354.52;NaN;70.17;7.741936;154.59;19 / 41;46547;2021-12-16 10:29:22:151
-1.8401;7.2911;6.864;-0.8406;7.4321;6.3425;0.9473;0.4144;-0.1055;0.3248;0.054;0.2474;264.0;-13.8;-5.64;14.21;142.74;-49.28;7.55;2.0;61.636;45.34055;14.431198;354.52;NaN;70.17;7.741936;154.59;19 / 41;47048;2021-12-16 10:29:22:652
-1.18;6.7571;6.1751;-1.9019;6.5842;7.0144;-0.126;0.0727;0.8617;-0.1211;-0.1798;-0.0058;267.0;-10.31;-8.16;11.7;156.89;-45.91;14.41;2.0;61.168;45.34039;14.431312;355.48;NaN;69.31;7.741936;152.98;20 / 41;47547;2021-12-16 10:29:23:151
-1.1201;6.714;7.046;-1.0572;6.8122;6.9747;-0.4528;-0.1555;-0.1988;-0.0811;0.0239;0.1187;273.0;-13.86;-6.49;13.39;141.59;-44.48;9.13;2.0;61.262;45.34039;14.431312;355.48;NaN;69.31;7.741936;152.98;20 / 41;48047;2021-12-16 10:29:23:651
-1.548;7.92;6.3641;-1.5717;7.029;6.6554;0.4318;-0.6033;0.5677;-0.065;0.3427;-0.0502;1047.0;-16.14;-4.74;13.61;140.17;-46.1;11.12;2.0;61.363;45.34024;14.431432;356.45;NaN;69.12;7.741936;148.97;20 / 41;48547;2021-12-16 10:29:24:151
-0.112;7.8431;5.6891;-0.9162;7.3984;6.3714;-0.8359;-0.4519;0.7091;0.1354;-0.0829;0.1022;1308.0;-17.21;-3.36;15.0;136.34;-48.13;9.24;2.0;60.03;45.34024;14.431432;356.45;NaN;69.12;7.741936;148.97;20 / 41;49047;2021-12-16 10:29:24:651
-1.6061;7.707;5.9501;-0.3404;7.4347;6.3859;1.3096;-0.2769;0.4688;0.0205;-0.0879;-0.1232;1508.0;-16.31;-4.26;15.49;132.39;-48.84;1.51;2.0;61.039;45.3401;14.43156;357.74;NaN;68.21;7.741936;145.59;20 / 41;49547;2021-12-16 10:29:25:151
-2.309;7.683;5.2421;-2.1486;7.4598;5.9921;0.4161;-0.6876;1.155;0.3263;0.0672;-0.2189;1660.0;-15.54;-4.44;15.24;150.18;-49.53;19.73;0.0;61.192;45.3401;14.43156;357.74;NaN;68.21;7.741936;145.59;20 / 41;50047;2021-12-16 10:29:25:651
-1.608;7.02;6.75;-1.6783;7.6759;5.8681;0.767;0.3252;-0.7417;-0.1178;0.0154;-0.1247;1523.0;-15.71;-5.94;12.66;145.15;-51.51;15.96;2.0;61.088;45.339973;14.431705;359.35;NaN;67.59;8.064516;139.58;20 / 41;50548;2021-12-16 10:29:26:152
-2.8841;6.8381;7.142;-2.3427;6.7916;6.675;0.6007;-0.3645;1.1428;-0.0763;0.5737;0.1547;818.0;-17.89;-6.9;6.3;129.46;-44.35;17.09;2.0;61.869;45.339973;14.431705;359.35;NaN;67.59;8.064516;139.58;20 / 41;51047;2021-12-16 10:29:26:651
-2.592;7.31;6.9911;-2.2723;6.8186;6.6718;-0.3566;-0.277;1.1583;0.1684;0.0054;0.2808;775.0;-18.84;-6.79;6.06;130.16;-42.68;19.89;2.0;62.651;45.33986;14.431865;360.97;NaN;63.7;8.064516;134.17;20 / 41;51547;2021-12-16 10:29:27:151
-2.81;6.9821;6.7181;-2.4347;7.0484;6.3689;-0.4951;-0.1372;0.9834;0.2531;-0.0491;0.0092;3808.0;-18.3;-6.11;6.49;130.76;-44.88;20.65;2.0;65.359;45.33986;14.431865;360.97;NaN;63.7;8.064516;134.17;20 / 41;52047;2021-12-16 10:29:27:651
-1.558;7.238;6.381;-2.3404;7.1757;6.2611;-0.9307;-0.5215;0.1722;0.0111;-0.0883;0.1082;3607.0;-19.31;-5.94;6.54;131.87;-47.03;20.5;2.0;63.508;45.339756;14.432043;362.26;NaN;66.47;8.064516;130.39;20 / 41;52547;2021-12-16 10:29:28:151
-2.494;7.319;6.4961;-2.0119;7.3152;6.2137;0.2871;-0.1739;0.0619;-0.1951;0.055;-0.162;1131.0;-18.96;-2.7;9.79;131.91;-48.24;17.94;2.0;67.251;45.339756;14.432043;362.26;NaN;66.47;8.064516;130.39;20 / 41;53047;2021-12-16 10:29:28:651
-1.3301;6.891;6.5171;-2.0225;6.7405;6.8298;-0.3941;0.2277;0.3252;-0.1497;-0.0032;0.286;712.0;-19.61;-0.79;8.94;123.86;-43.5;18.06;2.0;63.958;45.339645;14.43223;362.58;NaN;67.06;8.387096;130.39;20 / 41;53547;2021-12-16 10:29:29:151
-1.053;6.702;6.417;-1.4673;6.6935;7.0153;-0.5335;-0.023;0.2678;-0.0038;-0.1664;0.0741;674.0;-18.19;-2.76;8.59;125.41;-43.17;13.21;2.0;62.511;45.339645;14.43223;362.58;NaN;67.06;8.387096;130.39;20 / 41;54047;2021-12-16 10:29:29:651
-1.632;6.563;6.668;-1.3114;6.8986;6.8454;0.3738;-0.2758;0.0063;-0.0104;0.0173;-0.0529;698.0;-19.39;-2.21;8.29;118.61;-44.8;10.48;2.0;63.597;45.339542;14.432423;364.52;NaN;66.1;8.387096;127.54;20 / 40;54548;2021-12-16 10:29:30:152
-1.613;6.7571;7.0661;-1.5239;7.0486;6.6457;-0.1057;-0.4259;0.6666;0.007;0.0934;-0.0022;862.0;-19.14;-1.2;8.81;120.86;-45.9;12.39;2.0;62.154;45.339542;14.432423;364.52;NaN;66.1;8.387096;127.54;20 / 40;55047;2021-12-16 10:29:30:651
-1.292;7.1951;7.358;-1.1855;6.9254;6.8413;-0.0086;0.2222;0.6968;-0.0279;-0.1052;0.1174;909.0;-19.69;-0.54;9.19;117.31;-44.93;9.83;2.0;61.822;45.339462;14.43265;364.84;NaN;66.11;8.709678;120.43;18 / 40;55547;2021-12-16 10:29:31:151
-1.361;6.204;6.852;-1.4611;6.7257;6.9857;-0.0157;0.0993;0.2262;0.0349;0.0726;-0.0021;624.0;-19.2;-1.39;9.54;121.42;-43.3;11.81;2.0;60.759;45.339462;14.43265;364.84;NaN;66.11;8.709678;120.43;18 / 40;56047;2021-12-16 10:29:31:651
-0.883;6.9821;6.632;-1.0055;6.7722;7.0212;0.1093;-0.6132;0.2793;0.1218;-0.0212;0.0835;583.0;-19.56;0.84;10.39;114.05;-43.14;8.86;2.0;60.282;45.339394;14.432865;365.81;NaN;66.83;8.709678;119.47;18 / 41;56548;2021-12-16 10:29:32:152
0.074;7.4681;6.474;-0.559;7.3448;6.4739;-1.0568;-0.7142;0.8827;0.1469;-0.0994;0.3347;527.0;-21.41;2.89;10.86;112.17;-47.5;7.1;2.0;60.759;45.339394;14.432865;365.81;NaN;66.83;8.709678;119.47;18 / 41;57047;2021-12-16 10:29:32:651
-0.098;7.8941;5.589;-0.0923;7.9567;5.7318;-0.2075;0.3542;0.0418;0.0909;0.0177;-0.0367;619.0;-20.64;3.49;11.29;107.45;-53.5;0.39;2.0;60.85;45.339317;14.433088;366.13;NaN;69.35;8.709678;119.76;18 / 41;57547;2021-12-16 10:29:33:151
-1.44;5.859;11.961;-0.3796;7.0093;6.8481;0.0496;1.058;-5.0205;-1.0927;0.3722;0.0987;655.0;-16.99;-1.44;9.3;115.32;-45.62;3.17;2.0;64.059;45.339317;14.433088;366.13;NaN;69.35;8.709678;119.76;18 / 41;58047;2021-12-16 10:29:33:651
0.234;7.7141;6.8501;-1.103;7.0929;6.6817;-1.121;-0.4156;-0.3425;0.3535;-0.2582;0.1653;680.0;-17.4;1.61;13.56;125.2;-43.85;9.84;2.0;60.489;45.339233;14.43332;364.84;NaN;71.22;8.709678;121.57;18 / 41;58547;2021-12-16 10:29:34:151
-0.593;7.7741;5.9381;-0.6707;7.1212;6.7089;-0.2842;-0.5739;0.6874;0.1548;-0.089;-0.4536;1116.0;-14.21;0.24;13.01;127.45;-47.1;3.4;2.0;60.504;45.339233;14.43332;364.84;NaN;71.22;8.709678;121.57;18 / 41;59047;2021-12-16 10:29:34:651
-2.745;6.144;7.386;-0.877;7.9143;5.7241;0.9712;1.4515;0.117;0.2684;-0.1869;-0.0172;766.0;-16.5;1.69;15.66;135.31;-53.81;8.71;2.0;61.609;45.339127;14.433545;363.55;NaN;71.91;9.032258;124.9;17 / 41;59548;2021-12-16 10:29:35:152
-2.25;6.537;6.276;-1.2892;6.5448;7.1884;2.2894;0.1074;0.8422;-0.7685;0.301;0.4285;551.0;-20.4;-4.5;6.84;119.89;-43.42;11.81;2.0;62.576;45.339127;14.433545;363.55;NaN;71.91;9.032258;124.9;17 / 41;60047;2021-12-16 10:29:35:651
-1.1051;7.221;8.147;-1.9741;6.6858;6.8974;-0.7801;-0.0903;-1.1588;-0.0653;0.0535;0.3963;492.0;-24.24;-1.99;5.64;115.84;-42.87;17.34;2.0;62.241;45.339024;14.433762;361.94;NaN;72.22;9.032258;125.71;17 / 41;60547;2021-12-16 10:29:36:151
-1.541;6.326;6.785;-1.7338;6.7267;6.9221;0.7251;0.8863;0.0436;-0.1743;0.0804;0.021;838.0;-23.81;-1.74;5.59;113.39;-43.91;13.82;2.0;63.465;45.339024;14.433762;361.94;NaN;72.22;9.032258;125.71;17 / 41;61047;2021-12-16 10:29:36:651
-2.23;5.682;7.5371;-2.0647;6.2143;7.3;-0.0886;0.3301;-0.2335;-0.1232;0.125;-0.1191;883.0;-24.49;-2.7;5.16;113.11;-40.19;14.77;2.0;61.056;45.33893;14.433983;360.32;NaN;72.74;9.032258;123.17;17 / 41;61547;2021-12-16 10:29:37:151
-1.452;6.201;7.3931;-1.6853;6.1412;7.4576;0.0067;0.1089;0.4531;-0.0367;-0.0767;0.1099;935.0;-25.61;-2.76;4.69;110.32;-38.77;12.73;2.0;61.087;45.33893;14.433983;360.32;NaN;72.74;9.032258;123.17;17 / 41;62047;2021-12-16 10:29:37:651
-1.0429;5.9981;7.662;-1.1535;6.1799;7.5265;-0.5831;-0.0686;-0.2875;0.0476;-0.0516;0.1332;970.0;-25.56;-1.61;5.1;105.99;-39.06;8.71;2.0;60.697;45.338833;14.43421;359.03;NaN;73.34;9.032258;121.96;18 / 41;62547;2021-12-16 10:29:38:151
-1.2971;6.036;7.559;-1.2127;6.1026;7.5801;0.2384;0.221;0.0881;0.0153;-0.0087;-0.0693;851.0;-25.39;-2.4;5.7;107.84;-38.7;8.8;2.0;61.695;45.338833;14.43421;359.03;NaN;73.34;9.032258;121.96;18 / 41;63048;2021-12-16 10:29:38:652
-1.1531;5.534;8.243;-1.4113;5.9694;7.6514;-0.5085;0.2426;-0.3896;-0.0561;0.0605;0.045;759.0;-25.56;-2.29;5.04;106.74;-37.73;10.27;2.0;61.666;45.33872;14.434435;356.77;NaN;74.99;9.032258;124.37;17 / 41;63547;2021-12-16 10:29:39:151
-1.2611;6.288;7.587;-0.9414;5.7798;7.8662;0.463;-0.256;0.4056;0.0122;0.0642;0.007;832.0;-26.94;-2.7;5.04;105.34;-36.04;6.69;2.0;60.598;45.33872;14.434435;356.77;NaN;74.99;9.032258;124.37;17 / 41;64047;2021-12-16 10:29:39:651
-0.789;5.639;7.9271;-1.0369;5.9889;7.696;-0.6795;0.166;-0.297;0.0602;-0.0626;0.0675;198.0;-26.4;-1.09;6.19;105.04;-37.31;8.34;2.0;60.954;45.33861;14.434662;354.84;NaN;75.28;9.032258;125.7;17 / 41;64548;2021-12-16 10:29:40:152
-1.1201;6.0311;7.494;-1.1619;5.8675;7.7713;-0.0443;-0.1871;0.306;-0.0723;0.0381;0.0642;1780.0;-24.41;-2.46;3.9;104.75;-36.75;8.5;2.0;61.571;45.33861;14.434662;354.84;NaN;75.28;9.032258;125.7;17 / 41;65047;2021-12-16 10:29:40:651
-1.041;5.4641;8.4731;-1.1574;5.8496;7.7854;-0.1516;0.3554;-0.6666;-0.0403;-0.0257;-0.0916;1829.0;-24.71;-1.99;5.81;107.1;-36.62;8.46;2.0;60.649;45.33849;14.434892;353.23;NaN;79.96;9.032258;127.4;17 / 41;65547;2021-12-16 10:29:41:151
-0.756;6.35;7.082;-1.075;5.9406;7.7281;-0.3539;-0.4138;0.6609;0.0172;-0.0709;0.0721;812.0;-25.5;-0.79;4.86;103.91;-37.09;8.8;2.0;59.694;45.33849;14.434892;353.23;NaN;79.96;9.032258;127.4;17 / 41;66047;2021-12-16 10:29:41:651
-1.287;6.02;7.6301;-0.7551;6.086;7.6525;0.5256;0.0657;0.0361;0.0578;0.0026;-0.0034;780.0;-25.31;-1.14;4.44;100.96;-38.0;5.6;2.0;60.093;45.338364;14.435115;350.97;NaN;77.06;9.032258;130.37;17 / 41;66547;2021-12-16 10:29:42:151
-1.677;5.823;6.86;-0.7513;6.3455;7.4391;0.9299;0.5485;0.5725;-0.1253;0.0217;-0.0206;742.0;-24.06;-0.96;3.9;102.04;-41.13;5.94;2.0;60.844;45.338364;14.435115;350.97;NaN;77.06;9.032258;130.37;17 / 41;67047;2021-12-16 10:29:42:651
-1.6871;6.225;8.121;-1.1547;6.3539;7.38;0.3167;0.1695;-1.1298;0.0642;0.0077;-0.0923;727.0;-23.81;-2.1;3.9;105.29;-40.02;8.41;2.0;61.616;45.33824;14.435333;349.68;NaN;79.08;9.354839;128.27;17 / 41;67548;2021-12-16 10:29:43:152
-1.347;5.771;8.526;-1.103;5.962;7.7077;0.6665;0.2627;-0.5951;-0.0243;-0.029;0.1213;1059.0;-26.29;-1.14;4.86;104.08;-37.54;8.88;2.0;61.042;45.33824;14.435333;349.68;NaN;79.08;9.354839;128.27;17 / 41;68047;2021-12-16 10:29:43:651
-1.2041;5.4881;7.37;-1.4847;5.8672;7.7163;-0.6032;-0.4267;-0.0788;-0.2336;0.1812;0.008;228.0;-27.9;-0.66;3.79;103.15;-37.92;10.25;2.0;60.371;45.33811;14.435552;347.74;NaN;77.82;9.677419;130.27;17 / 41;68548;2021-12-16 10:29:44:152
-1.3061;6.3;6.848;-1.2248;5.8165;7.7999;-0.4844;-0.1021;0.1243;0.1052;0.0022;-0.0459;2728.0;-26.94;-1.14;4.56;103.28;-36.2;8.64;2.0;60.949;45.33811;14.435552;347.74;NaN;77.82;9.677419;130.27;17 / 41;69047;2021-12-16 10:29:44:651
-0.8209;6.3761;7.35;-1.0923;6.0209;7.6633;-0.1136;0.1858;-0.3404;-0.0441;-0.0336;0.0822;279.0;-26.81;0.36;2.34;97.66;-37.88;8.11;2.0;61.036;45.33801;14.435787;345.81;NaN;76.97;9.677419;124.65;17 / 41;69547;2021-12-16 10:29:45:151
-1.278;5.6171;8.729;-1.2054;5.7631;7.8425;0.3066;-0.4083;-0.2685;-0.054;-0.0278;-0.157;1325.0;-25.01;-3.84;1.5;105.2;-35.99;8.74;2.0;60.471;45.33801;14.435787;345.81;NaN;76.97;9.677419;124.65;17 / 41;70047;2021-12-16 10:29:45:651
-1.3639;6.0221;8.327;-1.4945;5.9489;7.6516;-0.1391;0.1117;-0.2681;0.0568;0.0338;-0.0239;1431.0;-26.04;-4.61;0.11;105.11;-37.04;10.69;2.0;60.522;45.33791;14.43601;344.19;NaN;71.37;9.354839;122.82;17 / 41;70547;2021-12-16 10:29:46:151
0.5981;7.743;5.912;-0.7054;6.0286;7.7025;-1.4836;-1.5339;1.4269;0.5871;-0.4152;0.0935;1308.0;-23.51;-3.96;3.06;106.04;-37.56;6.91;2.0;60.54;45.33791;14.43601;344.19;NaN;71.37;9.354839;122.82;17 / 41;71047;2021-12-16 10:29:46:651
2.4941;8.037;5.4281;-1.6133;7.1269;6.5403;-0.3533;0.0346;-0.2653;0.1665;-0.4713;-0.0437;1112.0;-18.6;-2.89;9.3;125.73;-46.61;13.86;2.0;62.812;45.337814;14.436232;343.23;NaN;70.92;8.709678;123.21;17 / 41;71547;2021-12-16 10:29:47:151
-2.982;7.736;6.1631;-1.2336;7.7396;5.8946;1.1243;-0.0757;0.1538;0.0791;0.124;-0.1803;1019.0;-19.01;-3.66;7.26;122.5;-52.11;11.82;2.0;61.444;45.337814;14.436232;343.23;NaN;70.92;8.709678;123.21;17 / 41;72047;2021-12-16 10:29:47:651
-0.9311;7.539;6.312;-1.8146;7.7177;5.7719;-1.1289;0.2208;-0.2121;-0.1409;-0.1933;0.1815;947.0;-16.99;-4.69;7.31;134.0;-52.37;20.63;2.0;60.917;45.33771;14.436445;343.87;NaN;72.6;8.387096;123.56;19 / 41;72547;2021-12-16 10:29:48:151
-1.314;7.635;6.821;-1.1845;7.1954;6.557;0.1031;0.4807;0.2052;-0.2956;-0.0645;-0.0096;999.0;-16.99;-5.7;6.9;126.78;-48.6;10.76;2.0;60.799;45.33771;14.436445;343.87;NaN;72.6;8.387096;123.56;19 / 41;73047;2021-12-16 10:29:48:651
-0.5209;7.451;6.333;-0.8112;7.2803;6.52;-0.6173;0.0755;-0.1699;-0.0428;-0.0293;0.22;1024.0;-18.6;-4.99;7.74;122.55;-48.22;8.25;2.0;60.656;45.33761;14.436663;342.26;NaN;74.55;8.387096;124.41;18 / 41;73548;2021-12-16 10:29:49:152
-0.969;6.965;6.8411;-0.7369;7.4832;6.2951;0.4241;0.4626;-1.1224;-0.138;0.1658;0.0778;971.0;-21.06;-3.6;6.19;113.71;-49.75;6.24;2.0;62.942;45.33761;14.436663;342.26;NaN;74.55;8.387096;124.41;18 / 41;74047;2021-12-16 10:29:49:651
-1.0571;7.539;6.74;-0.8593;7.1378;6.6696;-0.2613;-0.0753;0.0812;-0.0188;0.0641;0.1334;1038.0;-24.11;-1.8;6.0;109.01;-46.71;7.34;2.0;61.438;45.337505;14.436885;341.61;NaN;74.09;8.387096;122.84;18 / 41;74547;2021-12-16 10:29:50:151
-1.1411;7.293;6.503;-0.9316;7.2012;6.5913;-0.1927;-0.0106;0.6178;-0.0283;0.0422;0.0065;1002.0;-25.39;-0.96;5.94;107.65;-47.25;8.04;2.0;62.187;45.337505;14.436885;341.61;NaN;74.09;8.387096;122.84;18 / 41;75048;2021-12-16 10:29:50:652
-1.0571;7.6901;6.3;-1.4114;7.3541;6.3321;-0.385;-0.4822;0.0512;0.0535;0.2274;0.0392;1017.0;-27.11;2.1;4.5;103.95;-48.24;11.46;2.0;60.471;45.337402;14.437108;340.32;NaN;73.34;8.064516;121.5;18 / 40;75547;2021-12-16 10:29:51:151
0.9671;8.2931;5.3231;-0.9341;7.7172;5.9785;-1.9007;-0.5638;0.8148;0.0769;-0.0102;0.5169;1028.0;-29.76;10.14;4.5;94.69;-51.11;11.84;2.0;60.343;45.337402;14.437108;340.32;NaN;73.34;8.064516;121.5;18 / 40;76047;2021-12-16 10:29:51:651
-0.078;9.213;4.224;0.0166;8.9077;4.1016;-0.2817;-0.4156;-0.4306;0.2767;0.2354;-0.1372;1235.0;-29.29;14.51;2.04;76.69;-62.79;-3.98;2.0;61.298;45.337307;14.43733;343.87;NaN;72.84;7.741936;119.38;17 / 40;76547;2021-12-16 10:29:52:151
0.9521;8.5541;5.2061;0.3718;8.5072;4.8642;-0.5544;0.026;0.3284;-0.3884;-0.1453;0.2896;1061.0;-28.01;13.69;4.26;79.25;-60.17;-4.37;2.0;58.93;45.337307;14.43733;343.87;NaN;72.84;7.741936;119.38;17 / 40;77048;2021-12-16 10:29:52:652
-0.371;8.454;5.876;0.3682;8.2923;5.2224;0.512;0.0033;-0.011;-0.1048;0.1379;-0.0546;983.0;-28.86;13.69;1.91;75.51;-57.73;-4.03;2.0;61.673;45.337227;14.437565;343.23;NaN;73.28;7.741936;114.44;18 / 40;77547;2021-12-16 10:29:53:151
-2.355;8.121;5.2751;-0.5928;8.0165;5.6174;1.604;-0.1195;0.5125;-0.2485;0.4411;-0.0923;921.0;-29.94;12.06;-3.79;75.92;-54.83;6.02;2.0;60.922;45.337227;14.437565;343.23;NaN;73.28;7.741936;114.44;18 / 40;78047;2021-12-16 10:29:53:651
-2.757;7.994;5.5961;-2.4979;7.7121;5.5186;-0.0732;-0.397;-0.0773;0.1411;-0.1629;-0.3046;961.0;-19.99;0.84;-4.5;98.59;-51.85;24.35;2.0;62.119;45.33715;14.43781;343.87;NaN;72.66;7.741936;111.05;18 / 40;78549;2021-12-16 10:29:54:153
-1.711;8.207;4.559;-2.5973;7.8495;5.2735;-0.501;-0.3601;1.0927;0.0062;0.0608;-0.0573;670.0;-19.69;0.96;-5.4;97.53;-53.32;25.44;2.0;60.45;45.33715;14.43781;343.87;NaN;72.66;7.741936;111.05;18 / 40;79047;2021-12-16 10:29:54:651
-1.369;8.205;5.378;-2.3769;7.8175;5.4228;-0.7404;-0.3659;0.4504;-0.199;0.011;0.0171;1122.0;-19.74;1.09;-5.76;94.73;-53.56;24.59;2.0;59.786;45.337097;14.43806;344.84;NaN;69.8;7.419355;104.97;18 / 40;79547;2021-12-16 10:29:55:151
-1.388;8.547;4.449;-1.8883;8.0095;5.3341;-0.5072;-0.538;0.9072;0.022;0.0927;-0.08;1115.0;-19.01;1.74;-4.8;90.51;-54.76;19.49;2.0;60.034;45.337097;14.43806;344.84;NaN;69.8;7.419355;104.97;18 / 40;80047;2021-12-16 10:29:55:651
-1.857;8.631;4.358;-1.8807;8.3669;4.7569;-0.0172;-0.2694;0.4421;0.173;-0.063;-0.0628;1115.0;-19.14;1.09;-4.14;93.69;-56.68;17.57;2.0;60.917;45.337063;14.4383;344.84;NaN;69.83;7.419355;100.78;19 / 40;80547;2021-12-16 10:29:56:151
-0.593;8.7221;4.4681;-2.1905;8.5186;4.3366;-1.6048;-0.1984;-0.1309;0.0226;0.0158;0.0456;1138.0;-18.9;3.11;-4.39;98.65;-60.3;26.8;2.0;60.637;45.337063;14.4383;344.84;NaN;69.83;7.419355;100.78;19 / 40;81047;2021-12-16 10:29:56:651
-1.4261;8.9351;5.2511;-1.4055;8.5164;4.6547;0.0761;-0.1881;-0.3606;0.0019;0.0689;-3.0E-4;833.0;-18.9;2.4;-4.99;88.89;-60.28;16.8;2.0;61.504;45.337036;14.438543;345.16;NaN;68.19;7.419355;97.65;19 / 40;81547;2021-12-16 10:29:57:151
-1.369;9.069;4.796;-0.6634;8.52;4.8103;0.9043;0.0317;0.5591;0.1024;0.0312;0.1228;1073.0;-18.24;4.39;-5.34;79.36;-59.85;10.25;2.0;62.238;45.337036;14.438543;345.16;NaN;68.19;7.419355;97.65;19 / 40;82047;2021-12-16 10:29:57:651
-0.3109;8.226;4.571;0.0735;8.5316;4.835;-0.6545;0.1441;-0.7232;-0.1422;-0.1455;0.3673;1106.0;-18.54;4.5;-5.7;74.04;-61.6;8.22;2.0;62.248;45.337017;14.438783;346.45;NaN;67.38;7.741936;94.65;20 / 40;82547;2021-12-16 10:29:58:151
1.055;8.234;5.081;-0.1133;8.4852;4.9152;-0.7241;0.3733;-0.403;-0.2241;-0.0748;-0.2392;1007.0;-18.36;4.01;-4.26;72.91;-61.14;-0.33;2.0;61.422;45.337017;14.438783;346.45;NaN;67.38;7.741936;94.65;20 / 40;83047;2021-12-16 10:29:58:651
0.617;8.846;5.378;0.0779;8.4028;5.0554;-0.5214;-0.3823;0.0159;0.2369;0.1779;-0.0862;941.0;-17.81;5.51;-5.04;65.9;-58.03;-2.07;2.0;59.961;45.337013;14.439027;346.77;NaN;69.2;7.741936;90.97;20 / 40;83548;2021-12-16 10:29:59:152
0.143;8.3531;4.6121;-0.0803;8.4927;4.9028;0.1545;0.4683;-0.205;0.1394;0.0109;0.0531;964.0;-17.34;4.69;-5.04;68.02;-58.71;0.03;2.0;61.995;45.337013;14.439027;346.77;NaN;69.2;7.741936;90.97;20 / 40;84048;2021-12-16 10:29:59:652
-0.1;8.621;5.151;-0.0353;8.5324;4.834;-0.2676;-0.2166;-0.2212;-0.0925;0.1398;0.0034;1012.0;-15.3;4.14;-5.81;64.74;-60.47;0.42;2.0;62.328;45.337017;14.43927;347.74;NaN;69.77;7.419355;89.58;20 / 40;84547;2021-12-16 10:30:00:151
0.4331;8.913;4.382;-0.2811;8.5451;4.8035;-0.1188;-0.2755;0.2424;0.0751;-0.0393;-0.1088;1118.0;-15.79;3.84;-5.7;68.69;-60.62;3.35;2.0;63.638;45.337017;14.43927;347.74;NaN;69.77;7.419355;89.58;20 / 40;85047;2021-12-16 10:30:00:651
0.0431;8.226;5.486;-0.0092;8.5007;4.8897;0.0525;0.1748;-0.5618;-0.0752;0.0399;-0.1143;1044.0;-15.41;3.36;-5.29;67.83;-60.53;-1.08;2.0;64.202;45.337025;14.439515;349.35;NaN;69.23;7.419355;88.98;21 / 40;85547;2021-12-16 10:30:01:151
