sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.488;5.012;7.149;0.768;4.7551;8.5422;0.1006;-0.0257;-0.9239;0.0622;0.0345;0.0272;136.0;-25.74;0.54;18.41;103.62;-28.6;-4.89;2.0;64.824;45.312973;14.521813;606.45;NaN;75.06;7.741936;129.93;17 / 39;497047;2021-12-16 10:36:52:651
1.0001;4.526;10.2011;0.7261;4.7765;8.5339;-0.2137;0.2001;0.7567;-0.041;-0.0098;0.1079;87.0;-31.56;1.09;23.46;105.18;-29.43;-4.54;2.0;64.574;45.312847;14.522028;609.68;NaN;79.05;8.709678;129.24;17 / 39;497547;2021-12-16 10:36:53:151
1.242;4.3391;6.855;0.8317;4.6753;8.5802;-0.3124;0.0171;-0.3002;0.0656;-0.0371;0.1715;117.0;-26.16;3.11;21.3;102.77;-28.21;-4.62;2.0;63.205;45.312847;14.522028;609.68;NaN;79.05;8.709678;129.24;17 / 39;498047;2021-12-16 10:36:53:651
1.002;4.8161;10.019;0.8613;4.768;8.5261;-0.5825;-0.1625;0.027;-0.003;0.0407;-0.0954;129.0;-32.51;0.6;24.19;104.32;-29.11;-6.12;2.0;63.949;45.31272;14.522252;612.9;NaN;81.32;10.0;128.88;11 / 39;498547;2021-12-16 10:36:54:151
0.4091;5.096;9.225;0.8145;4.9036;8.4535;0.7328;0.0411;0.8942;0.0337;0.0043;-0.2435;90.0;-30.19;0.71;21.06;103.85;-29.72;-6.1;2.0;63.894;45.31272;14.522252;612.9;NaN;81.32;10.0;128.88;11 / 39;499047;2021-12-16 10:36:54:651
0.1691;4.547;8.1671;0.3338;5.0363;8.408;-0.3472;0.31;-1.2216;-0.0201;0.2333;0.338;141.0;-37.01;1.26;16.91;100.52;-30.79;-2.52;2.0;65.052;45.312584;14.522475;616.13;NaN;81.82;11.935484;129.39;6 / 39;499547;2021-12-16 10:36:55:151
1.206;5.048;9.6;0.7322;4.7555;8.5451;-0.1939;0.2063;1.231;-0.0087;-0.3906;-0.305;120.0;-31.2;3.9;28.39;104.73;-29.01;-4.9;2.0;63.047;45.312584;14.522475;616.13;NaN;81.82;11.935484;129.39;6 / 39;500048;2021-12-16 10:36:55:652
0.6221;4.935;7.595;0.9827;4.802;8.4939;0.1927;-0.0469;-1.2583;0.0041;0.0322;-0.0118;136.0;-28.91;2.29;19.91;101.41;-29.3;-6.82;2.0;64.475;45.312447;14.522693;618.71;NaN;81.84;13.870968;130.18;6 / 39;500547;2021-12-16 10:36:56:151
0.308;5.031;10.239;0.6747;4.8418;8.5013;0.5521;0.0202;1.5004;-7.0E-4;0.038;-0.0793;47.0;-35.7;-1.31;18.54;103.03;-29.55;-4.93;2.0;64.463;45.312447;14.522693;618.71;NaN;81.84;13.870968;130.18;6 / 39;501048;2021-12-16 10:36:56:652
0.842;5.421;9.366;0.3596;4.9515;8.4572;-0.6074;-0.2515;1.2656;-0.004;-0.2254;-0.1398;45.0;-23.16;-3.71;19.09;117.81;-30.33;-2.43;2.0;64.479;45.312447;14.522693;618.71;NaN;81.84;13.870968;130.18;0 / 38;501547;2021-12-16 10:36:57:151
-0.3971;4.533;10.2851;0.0296;4.7872;8.5588;0.4382;0.4014;-1.7927;-0.1438;0.2585;0.1268;78.0;-37.8;0.96;28.56;109.14;-29.22;-0.2;2.0;64.143;45.312447;14.522693;618.71;NaN;81.84;13.870968;130.18;0 / 38;502047;2021-12-16 10:36:57:651
0.26;4.854;10.0481;0.2682;4.4234;8.7483;0.1729;-0.4527;0.5624;0.082;0.0091;0.0886;74.0;-34.31;3.71;25.01;101.75;-26.81;-1.76;2.0;63.877;45.312447;14.522693;618.71;NaN;81.84;13.870968;130.18;0 / 38;502548;2021-12-16 10:36:58:152
1.1321;5.0501;7.518;0.1372;4.6646;8.6251;-0.7073;-0.2523;-0.0919;0.0446;-0.252;-0.0546;29.0;-33.24;-1.44;24.79;111.06;-28.19;0.04;2.0;64.456;45.312447;14.522693;618.71;NaN;81.84;13.870968;130.18;0 / 38;503048;2021-12-16 10:36:58:652
0.701;4.55;9.7991;0.6169;4.807;8.5254;-0.282;0.1488;-2.0984;-0.0433;0.0202;0.1471;52.0;-30.41;2.21;19.2;101.71;-29.35;-4.14;2.0;63.944;45.312447;14.522693;618.71;NaN;81.84;13.870968;130.18;0 / 38;503547;2021-12-16 10:36:59:151
-0.414;4.248;9.567;0.2692;4.6092;8.6518;0.9502;0.4277;0.7111;-0.0081;0.1671;-0.1327;43.0;-34.74;3.41;23.46;101.31;-28.05;-3.17;2.0;63.382;45.312447;14.522693;618.71;NaN;81.84;13.870968;130.18;0 / 38;504048;2021-12-16 10:36:59:652
0.663;4.0421;9.797;0.2288;4.0997;8.9057;-0.425;0.0681;-0.8874;-0.0942;-0.2051;0.1174;99.0;-35.51;2.89;19.74;99.2;-25.21;0.07;2.0;63.106;45.312447;14.522693;618.71;NaN;81.84;13.870968;130.18;0 / 38;504547;2021-12-16 10:37:00:151
0.756;4.112;7.961;0.6445;4.1735;8.8508;-0.1047;0.0738;0.8965;0.045;0.0162;0.0602;120.0;-34.26;0.96;13.86;95.52;-25.0;-4.02;2.0;63.777;45.312447;14.522693;618.71;NaN;81.84;13.870968;130.18;0 / 38;505047;2021-12-16 10:37:00:651
0.0641;5.249;9.579;0.2693;4.51;8.7039;0.2148;-0.7338;-0.8712;0.1536;-0.0621;-0.3256;5.0;-34.91;-1.31;19.91;104.15;-26.16;-2.5;2.0;63.869;45.312447;14.522693;618.71;NaN;81.84;13.870968;130.18;0 / 38;505547;2021-12-16 10:37:01:151
0.227;4.4711;8.1071;0.3004;4.6112;8.6497;0.2051;-0.0334;0.4775;-0.0386;0.0264;0.0015;17.0;-36.71;0.41;17.94;101.8;-28.05;-1.99;2.0;63.92;45.312447;14.522693;618.71;NaN;81.84;13.870968;130.18;0 / 38;506047;2021-12-16 10:37:01:651
1.125;4.7801;8.1191;0.4632;4.4581;8.7225;-0.6264;-0.3635;-0.8662;-0.051;-0.0909;0.1063;22.0;-35.76;2.46;19.39;99.74;-27.35;-2.22;2.0;63.73;45.312447;14.522693;618.71;NaN;81.84;13.870968;130.18;0 / 38;506547;2021-12-16 10:37:02:151
0.512;5.0621;10.005;0.8035;4.809;8.5087;0.5447;0.0419;0.1731;0.1253;0.2864;0.232;31.0;-35.16;6.41;18.54;93.15;-28.83;-6.22;2.0;64.821;45.312447;14.522693;618.71;NaN;81.84;13.870968;130.18;0 / 38;507047;2021-12-16 10:37:02:651
-0.4039;4.514;7.7261;0.553;4.7846;8.5424;0.6755;-0.2277;0.806;-0.0027;0.1442;-0.1789;36.0;-38.1;3.9;20.81;97.97;-29.34;-3.92;2.0;65.187;45.312447;14.522693;618.71;NaN;81.84;13.870968;130.18;0 / 38;507547;2021-12-16 10:37:03:151
0.579;4.1051;8.085;0.1728;4.4609;8.7316;-0.3856;0.1296;-1.9331;-0.1038;-0.0769;0.1961;53.0;-37.8;6.41;20.89;95.75;-27.06;-1.13;2.0;63.315;45.312447;14.522693;618.71;NaN;81.84;13.870968;130.18;0 / 38;508047;2021-12-16 10:37:03:651
0.354;4.4831;8.894;0.6093;4.6328;8.6219;-0.3023;-0.339;-8.0E-4;0.1145;-0.0368;-0.091;50.0;-42.36;5.59;18.06;92.38;-28.19;-4.04;2.0;62.547;45.312447;14.522693;618.71;NaN;81.84;13.870968;130.18;0 / 38;508547;2021-12-16 10:37:04:151
0.2891;4.854;10.3211;0.3468;4.4277;8.7433;0.2651;-0.285;0.5166;-0.0584;0.0538;0.023;38.0;-41.4;6.3;20.04;94.02;-26.84;-2.27;2.0;64.121;45.312447;14.522693;618.71;NaN;81.84;13.870968;130.18;0 / 38;509047;2021-12-16 10:37:04:651
0.0311;3.9851;8.301;0.3387;4.269;8.8222;0.4476;-0.2666;-1.1751;-0.0269;0.1026;0.1669;77.0;-42.36;9.11;17.81;88.76;-26.03;-2.27;2.0;61.61;45.312447;14.522693;618.71;NaN;81.84;13.870968;130.18;0 / 38;509547;2021-12-16 10:37:05:151
0.636;5.0261;8.265;0.3224;4.2713;8.8217;-0.1952;-0.7546;-1.5025;0.2439;-0.1202;-0.0694;564.0;-39.96;3.66;9.96;90.13;-24.67;-1.52;2.0;61.254;45.312447;14.522693;618.71;NaN;81.84;13.870968;130.18;0 / 38;510047;2021-12-16 10:37:05:651
0.531;4.236;7.757;0.3836;4.483;8.7136;0.0294;0.2335;-2.7275;-0.0857;-0.0018;0.0458;292.0;-41.59;5.16;9.3;88.59;-27.85;-2.41;2.0;62.513;45.312447;14.522693;618.71;NaN;81.84;13.870968;130.18;0 / 38;510547;2021-12-16 10:37:06:151
1.089;4.595;7.839;0.7703;4.6069;8.6228;-0.3057;0.0168;0.7911;0.1218;-0.3127;0.0326;695.0;-37.8;6.66;13.5;88.87;-27.25;-3.11;2.0;61.628;45.312447;14.522693;618.71;NaN;81.84;13.870968;130.18;0 / 38;511047;2021-12-16 10:37:06:651
0.9551;4.557;9.0;0.9104;4.6448;8.5888;-0.043;0.0956;-0.4006;-0.0498;0.0293;0.0884;693.0;-38.1;8.34;12.11;85.49;-28.51;-5.52;2.0;62.523;45.312447;14.522693;618.71;NaN;81.84;13.870968;130.18;0 / 38;511547;2021-12-16 10:37:07:151
0.983;4.6361;9.495;0.7873;4.448;8.7044;-0.0163;0.1031;1.5809;-0.0344;0.0785;-0.0588;694.0;-39.36;6.24;10.8;86.88;-27.46;-6.07;2.0;60.282;45.312447;14.522693;618.71;NaN;81.84;13.870968;130.18;0 / 38;512048;2021-12-16 10:37:07:652
0.593;4.9901;8.7671;0.6657;4.7821;8.5357;-0.1923;0.015;1.1399;0.0232;-0.0549;0.0547;692.0;-37.8;7.01;12.3;87.58;-29.07;-4.14;2.0;62.656;45.312447;14.522693;618.71;NaN;81.84;13.870968;130.18;0 / 39;512547;2021-12-16 10:37:08:151
0.155;4.997;9.2531;0.4072;4.9769;8.4401;0.0395;0.06;0.1998;0.016;0.1037;-0.1466;682.0;-38.46;6.36;12.9;90.73;-30.5;-2.76;2.0;64.748;45.312447;14.522693;618.71;NaN;81.84;13.870968;130.18;0 / 39;513047;2021-12-16 10:37:08:651
0.134;4.782;8.018;0.3641;5.0874;8.3759;0.5139;0.293;1.7292;0.0312;-0.0377;-0.029;678.0;-38.51;7.44;14.1;90.57;-31.25;-2.49;2.0;64.063;45.312447;14.522693;618.71;NaN;81.84;13.870968;130.18;0 / 39;513547;2021-12-16 10:37:09:151
0.5741;4.167;7.341;0.5578;5.0009;8.4172;0.3263;0.3564;0.9397;-0.0601;0.0979;0.0796;682.0;-38.64;7.74;11.7;86.99;-30.66;-3.79;2.0;65.855;45.312447;14.522693;618.71;NaN;81.84;13.870968;130.18;0 / 39;514047;2021-12-16 10:37:09:651
0.945;4.971;7.7381;0.7688;4.7366;8.5524;0.3466;-0.3983;0.8706;0.1077;-0.0323;0.045;679.0;-38.16;7.74;10.01;84.52;-28.32;-4.45;2.0;62.63;45.311455;14.525923;641.94;NaN;69.78;21.612904;99.92;6 / 39;514547;2021-12-16 10:37:10:151
0.5021;5.2511;8.645;0.5878;4.8616;8.4964;0.2473;-0.1779;-1.5554;0.0103;0.0769;-0.0434;684.0;-37.5;8.21;10.5;85.62;-29.7;-4.31;2.0;64.409;45.311455;14.525923;641.94;NaN;69.78;21.612904;99.92;6 / 39;515047;2021-12-16 10:37:10:651
0.512;5.1431;9.9071;0.5054;4.8915;8.4846;-0.7477;-0.08;-1.0905;0.003;-0.1485;-0.0597;684.0;-35.7;7.61;14.94;89.44;-29.92;-2.85;2.0;63.618;45.311428;14.52617;629.68;NaN;70.62;20.0;95.01;7 / 39;515547;2021-12-16 10:37:11:151
0.363;4.109;1.5191;0.5131;4.8738;8.4943;-1.4891;1.0601;2.8146;-0.1115;0.1591;0.118;674.0;-38.34;14.16;13.39;79.98;-29.8;-3.46;2.0;65.588;45.311428;14.52617;629.68;NaN;70.62;20.0;95.01;7 / 39;516047;2021-12-16 10:37:11:651
0.038;5.574;8.1281;0.4961;5.0343;8.4012;0.3326;0.2672;0.6376;-0.0049;0.1308;0.0188;660.0;-52.5;17.1;1.8;74.04;-30.89;-3.38;2.0;66.986;45.311417;14.526392;643.87;NaN;72.77;19.032257;91.95;9 / 39;516547;2021-12-16 10:37:12:151
0.552;5.163;9.5;0.5435;4.8883;8.4841;-0.1014;-0.4283;-1.1485;-0.0759;-0.2696;-0.2735;669.0;-51.49;9.66;9.9;84.48;-30.18;-3.02;2.0;65.184;45.311417;14.526392;643.87;NaN;72.77;19.032257;91.95;9 / 39;517047;2021-12-16 10:37:12:651
1.407;5.129;9.44;0.9879;4.8299;8.4774;-0.3144;-0.2598;-1.1855;0.0527;0.1331;0.577;669.0;-46.5;23.94;1.74;64.23;-29.54;-5.81;2.0;65.561;45.3114;14.526615;657.42;NaN;73.51;18.709679;90.09;10 / 39;517547;2021-12-16 10:37:13:151
0.794;4.964;10.565;0.7417;4.8105;8.5135;0.0267;0.0822;0.2565;-0.1433;-0.1383;-0.5742;663.0;-57.71;7.8;-0.9;79.75;-29.79;-5.94;2.0;65.497;45.3114;14.526615;657.42;NaN;73.51;18.709679;90.09;10 / 39;518048;2021-12-16 10:37:13:652
0.1601;4.4471;7.8911;0.3343;5.0082;8.4247;0.1536;0.4311;2.4192;-0.0234;-0.1973;-0.5054;655.0;-44.94;18.84;15.49;78.11;-30.71;-2.27;2.0;65.562;45.311398;14.526835;673.23;NaN;73.48;16.129032;86.41;11 / 39;518547;2021-12-16 10:37:14:151
1.101;5.2031;8.126;0.3849;5.0488;8.3983;-0.5695;-0.0597;-0.7961;7.0E-4;-0.1644;-0.0437;655.0;-51.71;9.24;-8.81;75.25;-30.99;-2.62;2.0;65.604;45.311398;14.526835;673.23;NaN;73.48;16.129032;86.41;11 / 39;519048;2021-12-16 10:37:14:652
0.888;5.2181;9.423;0.5311;5.1042;8.3567;-0.1728;0.6658;1.2538;-0.0472;0.0554;0.0406;653.0;-52.01;9.11;1.39;80.19;-31.52;-3.87;2.0;66.103;45.31142;14.527118;668.06;NaN;73.21;12.258064;84.53;14 / 39;519547;2021-12-16 10:37:15:151
0.636;4.3181;6.8;0.7059;4.8577;8.4897;0.0708;0.5591;0.8541;6.0E-4;0.3433;0.5215;651.0;-45.96;16.26;-5.29;67.98;-29.96;-5.01;2.0;65.079;45.31142;14.527118;668.06;NaN;73.21;12.258064;84.53;14 / 39;520048;2021-12-16 10:37:15:652
0.773;4.8491;9.576;0.657;4.8417;8.5027;-0.2545;-0.1372;-1.9818;-0.0748;-0.083;-0.0036;645.0;-43.31;12.6;12.84;81.79;-29.84;-4.01;2.0;64.55;45.311443;14.527382;667.1;NaN;74.21;10.967742;82.82;14 / 39;520547;2021-12-16 10:37:16:151
1.05;4.746;8.942;0.8473;4.6218;8.6076;0.3425;0.0116;1.93;0.0851;0.1584;0.2929;648.0;-52.91;16.56;-12.6;59.53;-28.12;-5.65;2.0;62.72;45.311443;14.527382;667.1;NaN;74.21;10.967742;82.82;14 / 39;521047;2021-12-16 10:37:16:651
0.792;4.406;7.731;0.8577;4.8205;8.4969;0.0601;-0.1664;-0.8053;0.008;0.0719;0.1891;640.0;-62.46;17.29;-8.51;69.88;-29.44;-5.76;2.0;64.3;45.311462;14.527645;670.32;NaN;74.41;10.322581;80.9;14 / 39;521548;2021-12-16 10:37:17:152
0.7301;4.8371;9.416;0.8237;4.6832;8.5767;0.0737;0.1243;-1.7906;-0.135;-0.5673;-0.8463;637.0;-42.0;5.94;19.5;93.43;-29.08;-5.13;2.0;64.615;45.311462;14.527645;670.32;NaN;74.41;10.322581;80.9;14 / 39;522047;2021-12-16 10:37:17:651
1.046;4.361;7.0541;0.6513;4.4564;8.7113;-0.0164;0.1942;1.8724;0.0232;0.2325;0.3644;645.0;-53.04;18.0;-5.21;68.97;-27.05;-4.46;2.0;63.085;45.3115;14.527917;666.13;NaN;74.43;8.387096;79.93;16 / 39;522547;2021-12-16 10:37:18:151
0.5381;4.227;7.097;0.7202;4.7448;8.5521;-0.0744;-0.1861;-1.5711;-0.0201;0.1607;0.2255;652.0;-41.1;22.39;10.8;69.45;-29.1;-5.12;2.0;64.411;45.3115;14.527917;666.13;NaN;74.43;8.387096;79.93;16 / 39;523047;2021-12-16 10:37:18:651
0.653;5.2151;8.459;0.874;4.5072;8.6655;0.3155;0.0091;-1.0962;-0.0067;0.1738;0.1854;660.0;-52.5;6.79;-22.74;69.18;-27.36;-5.76;2.0;63.884;45.311527;14.528182;667.74;NaN;74.56;7.741936;80.57;18 / 39;523547;2021-12-16 10:37:19:151
0.971;5.009;11.259;0.9758;4.6354;8.5867;0.4494;0.5278;1.4716;0.0503;-0.1737;-0.1196;666.0;-52.26;20.21;2.16;69.44;-28.21;-6.48;2.0;64.482;45.311527;14.528182;667.74;NaN;74.56;7.741936;80.57;18 / 39;524047;2021-12-16 10:37:19:651
0.579;4.277;7.736;0.6009;4.6786;8.5977;0.136;0.0899;-2.7466;0.0443;0.2262;0.2904;661.0;-43.26;1.61;-3.19;83.66;-28.48;-4.35;2.0;63.537;45.31156;14.528442;672.26;NaN;74.54;7.419355;79.88;19 / 39;524547;2021-12-16 10:37:20:151
0.866;4.466;7.508;0.8037;4.6643;8.5889;-0.1632;0.0767;-1.0657;0.1471;0.1408;0.3235;676.0;-16.31;6.49;-3.41;64.92;-27.68;-4.93;2.0;62.984;45.31156;14.528442;672.26;NaN;74.54;7.419355;79.88;19 / 39;525047;2021-12-16 10:37:20:651
0.773;4.9811;8.03;0.8065;4.8098;8.508;0.4168;0.373;1.2543;-0.0044;-0.1858;-0.4031;679.0;-21.96;4.86;-11.4;62.72;-29.27;-5.51;2.0;63.669;45.31159;14.528705;675.16;NaN;74.43;7.096774;80.68;20 / 39;525548;2021-12-16 10:37:21:152
0.3491;5.354;7.671;0.9836;4.8185;8.4844;0.6837;-0.531;0.8094;-0.0951;-0.5199;-0.7569;676.0;-24.24;-0.66;-0.41;89.22;-29.57;-5.78;2.0;65.729;45.31159;14.528705;675.16;NaN;74.43;7.096774;80.68;20 / 39;526047;2021-12-16 10:37:21:651
1.223;5.1821;8.964;0.7598;5.0519;8.3709;-0.4544;-0.0821;-0.6165;0.106;0.3374;0.5213;677.0;-23.29;39.19;-12.71;27.83;-31.01;-5.19;2.0;66.304;45.311626;14.528997;670.65;NaN;74.54;7.096774;83.0;20 / 39;526547;2021-12-16 10:37:22:151
0.603;4.1621;8.949;0.9846;5.0647;8.3397;0.1882;1.0199;0.9512;-0.1467;-0.5236;-0.7679;661.0;-17.1;15.71;1.14;50.28;-31.26;-6.29;2.0;66.409;45.311626;14.528997;670.65;NaN;74.54;7.096774;83.0;20 / 39;527048;2021-12-16 10:37:22:652
1.0241;4.7441;8.214;1.1411;4.6037;8.5834;0.165;-0.1652;-0.1043;0.0478;0.142;0.32;683.0;-19.14;-0.3;-25.86;49.41;-28.05;-7.4;2.0;62.652;45.31165;14.529262;674.84;NaN;74.59;6.774193;82.6;20 / 39;527547;2021-12-16 10:37:23:151
1.247;4.842;9.0521;0.8858;4.7509;8.5331;0.2928;0.242;0.5649;0.0198;-0.0461;-0.1947;690.0;-13.86;-2.29;-17.29;59.62;-28.64;-6.25;2.0;63.681;45.31165;14.529262;674.84;NaN;74.59;6.774193;82.6;20 / 39;528047;2021-12-16 10:37:23:651
0.686;4.227;7.2881;1.124;4.7031;8.5316;-0.1488;-0.3326;-0.2197;-0.0374;-0.0399;0.0875;696.0;-29.21;11.94;-8.04;59.96;-28.92;-7.08;2.0;64.116;45.31167;14.529528;679.03;NaN;74.66;6.451613;84.78;20 / 39;528547;2021-12-16 10:37:24:151
0.971;3.863;5.795;0.747;4.7243;8.5611;-0.8987;0.4734;-0.9801;0.0298;0.106;0.059;722.0;-29.81;-1.56;-15.0;66.28;-28.95;-5.23;2.0;63.83;45.31167;14.529528;679.03;NaN;74.66;6.451613;84.78;20 / 39;529047;2021-12-16 10:37:24:651
0.5981;4.9811;10.4291;0.7096;4.6516;8.6041;0.556;-0.1466;1.0374;-0.0095;-0.2687;-0.6904;734.0;-12.96;-4.5;-5.51;90.82;-28.32;-4.71;2.0;62.19;45.311676;14.529797;680.97;NaN;75.5;6.451613;86.38;21 / 39;529548;2021-12-16 10:37:25:152
1.464;4.8251;9.71;1.0677;4.3239;8.7369;-0.2416;-0.9121;-0.8626;-0.0115;-0.2016;-0.0994;801.0;-17.34;1.44;-18.96;55.89;-26.53;-5.95;2.0;61.558;45.311676;14.529797;680.97;NaN;75.5;6.451613;86.38;21 / 39;530047;2021-12-16 10:37:25:651
1.0931;4.097;6.345;1.012;4.7455;8.5221;-0.0905;0.7072;2.1634;0.2236;0.6978;1.1138;895.0;-11.1;-2.94;-8.51;76.9;-28.44;-7.25;2.0;63.613;45.311684;14.530063;684.19;NaN;74.32;6.451613;88.73;22 / 39;530548;2021-12-16 10:37:26:152
1.8401;4.887;9.797;1.2658;4.8066;8.4537;-0.5342;-0.0696;-1.3452;0.1319;0.4126;0.8025;906.0;-4.39;-2.21;3.54;126.71;-29.35;-8.52;2.0;64.347;45.311684;14.530063;684.19;NaN;74.32;6.451613;88.73;22 / 39;531047;2021-12-16 10:37:26:651
1.23;4.559;6.881;1.1612;4.7247;8.5146;-0.0897;-0.1498;-0.6576;0.0498;0.4132;0.4078;842.0;-17.59;11.51;-17.34;37.21;-28.64;-8.97;2.0;63.618;45.311687;14.530332;687.42;NaN;74.46;6.774193;90.02;21 / 39;531547;2021-12-16 10:37:27:151
1.524;5.457;9.2561;1.0932;4.7661;8.5006;-0.4143;-0.6955;-0.7407;0.0366;0.2782;0.51;778.0;-15.9;4.5;-11.94;52.21;-29.24;-7.15;2.0;64.562;45.311687;14.530332;687.42;NaN;74.46;6.774193;90.02;21 / 39;532047;2021-12-16 10:37:27:651
1.4741;4.346;7.568;1.1054;4.9156;8.4134;-0.3708;0.542;0.8715;0.0368;0.3362;0.5559;757.0;-13.8;2.7;-12.41;52.39;-30.16;-7.49;2.0;64.957;45.31168;14.530602;690.0;NaN;77.02;6.774193;92.86;21 / 39;532547;2021-12-16 10:37:28:151
1.823;5.0021;8.808;1.3545;4.6547;8.5246;-0.4884;-0.3148;-0.2852;-0.0331;0.1007;0.3388;717.0;-13.8;-17.46;-18.71;113.56;-28.88;-8.55;2.0;64.658;45.31168;14.530602;690.0;NaN;77.02;6.774193;92.86;21 / 39;533047;2021-12-16 10:37:28:651
1.1441;4.619;9.584;1.0847;4.767;8.5012;0.567;0.5797;-0.646;0.1001;0.9592;1.6418;702.0;-12.9;1.74;-11.7;53.13;-29.55;-7.67;2.0;63.364;45.31167;14.53088;692.58;NaN;78.37;6.774193;94.35;21 / 39;533547;2021-12-16 10:37:29:151
0.923;4.602;6.3191;1.179;4.5457;8.6091;0.1234;-0.4063;0.5788;-0.0029;-0.4608;-0.8246;711.0;-16.74;-7.8;-2.76;106.1;-27.07;-7.57;2.0;63.466;45.31167;14.53088;692.58;NaN;78.37;6.774193;94.35;21 / 39;534047;2021-12-16 10:37:29:651
1.4291;3.918;6.936;1.0279;4.5299;8.6368;-0.3083;0.7821;1.332;-0.0522;0.5192;1.078;711.0;-14.59;-0.41;-12.96;62.55;-28.51;-6.51;2.0;62.698;45.311653;14.531158;695.16;NaN;77.45;6.774193;95.91;23 / 39;534547;2021-12-16 10:37:30:151
0.7421;4.397;6.764;1.0941;4.0009;8.8863;-0.0565;-1.8662;-2.9613;-0.2377;-0.3934;-1.0597;714.0;-24.6;1.26;-12.11;72.89;-24.33;-7.47;2.0;64.999;45.311653;14.531158;695.16;NaN;77.45;6.774193;95.91;23 / 39;535047;2021-12-16 10:37:30:651
0.914;3.276;8.7461;0.8539;4.2051;8.8181;-0.0953;0.5784;1.5941;-0.0868;-0.0683;-0.1721;708.0;-20.34;0.41;-7.14;78.67;-25.55;-5.63;2.0;62.092;45.31163;14.531432;698.06;NaN;77.91;6.774193;98.12;22 / 39;535547;2021-12-16 10:37:31:151
0.663;4.298;8.7221;0.7514;3.9794;8.9314;-0.6099;-0.9708;-0.1632;0.0721;0.0747;0.2916;716.0;-24.6;4.2;-9.84;70.45;-23.94;-4.81;2.0;62.552;45.31163;14.531432;698.06;NaN;77.91;6.774193;98.12;22 / 39;536047;2021-12-16 10:37:31:651
1.1291;4.236;9.308;0.8966;4.0036;8.9072;0.633;0.4166;-0.6108;-0.0676;-0.0124;-0.0976;714.0;-21.84;1.86;-10.61;70.69;-24.5;-5.8;2.0;61.131;45.3116;14.531698;701.29;NaN;73.81;6.774193;99.8;22 / 39;536547;2021-12-16 10:37:32:151
0.722;3.947;9.5501;0.7788;3.951;8.9417;0.1283;0.154;0.9052;-0.0076;-0.0364;-0.1342;718.0;-24.54;1.91;-11.16;73.39;-23.73;-5.11;2.0;61.241;45.3116;14.531698;701.29;NaN;73.81;6.774193;99.8;22 / 39;537047;2021-12-16 10:37:32:651
0.167;3.714;8.6381;0.6132;3.9743;8.9443;-0.1183;-0.2143;-0.9309;-0.0011;0.0473;-0.0366;717.0;-25.31;1.86;-10.8;73.73;-23.9;-4.31;2.0;59.92;45.31157;14.531957;704.84;NaN;72.67;6.774193;100.89;21 / 39;537547;2021-12-16 10:37:33:151
0.6101;3.848;8.504;0.6605;4.0969;8.8854;0.5621;-0.0214;-0.4005;0.1555;0.0069;0.0953;713.0;-24.6;0.66;-9.9;76.41;-24.69;-4.25;2.0;61.131;45.31157;14.531957;704.84;NaN;72.67;6.774193;100.89;21 / 39;538047;2021-12-16 10:37:33:651
1.1201;4.227;8.3171;0.3902;4.068;8.9146;-0.3619;-0.6152;-0.4646;0.0344;-0.0336;0.0292;718.0;-23.89;0.6;-10.26;77.19;-24.65;-2.73;2.0;60.797;45.311535;14.532205;709.03;NaN;70.99;6.774193;101.77;20 / 39;538547;2021-12-16 10:37:34:151
1.335;4.6841;7.6301;0.8017;4.3923;8.7313;-0.3256;-0.1159;-0.5668;0.1305;0.0194;0.1044;720.0;-23.1;1.5;-10.01;71.89;-26.61;-5.25;2.0;62.002;45.311535;14.532205;709.03;NaN;70.99;6.774193;101.77;20 / 39;539047;2021-12-16 10:37:34:651
0.521;4.5041;6.738;0.7601;4.6896;8.5791;0.064;-0.0499;0.0638;0.0153;0.1117;-0.0835;719.0;-23.34;1.44;-9.96;73.02;-28.18;-5.8;2.0;63.725;45.3115;14.532448;711.61;NaN;70.06;6.774193;101.68;20 / 39;539547;2021-12-16 10:37:35:151
1.5221;3.894;6.213;0.9788;4.4422;8.6879;-0.5059;0.7495;-1.6768;-0.1874;-0.1539;0.0716;719.0;-23.1;2.21;-8.51;72.59;-27.85;-5.19;2.0;63.847;45.3115;14.532448;711.61;NaN;70.06;6.774193;101.68;20 / 39;540048;2021-12-16 10:37:35:652
